date,sartoria,isPartial
2018-01-07,25,False
2018-01-14,19,False
2018-01-21,13,False
2018-01-28,24,False
2018-02-04,25,False
2018-02-11,19,False
2018-02-18,30,False
2018-02-25,24,False
2018-03-04,12,False
2018-03-11,12,False
2018-03-18,12,False
2018-03-25,13,False
2018-04-01,13,False
2018-04-08,0,False
2018-04-15,19,False
2018-04-22,20,False
2018-04-29,49,False
2018-05-06,24,False
2018-05-13,12,False
2018-05-20,18,False
2018-05-27,13,False
2018-06-03,12,False
2018-06-10,24,False
2018-06-17,25,False
2018-06-24,12,False
2018-07-01,24,False
2018-07-08,12,False
2018-07-15,12,False
2018-07-22,25,False
2018-07-29,13,False
2018-08-05,31,False
2018-08-12,14,False
2018-08-19,45,False
2018-08-26,18,False
2018-09-02,12,False
2018-09-09,25,False
2018-09-16,12,False
2018-09-23,25,False
2018-09-30,12,False
2018-10-07,0,False
2018-10-14,25,False
2018-10-21,62,False
2018-10-28,24,False
2018-11-04,12,False
2018-11-11,13,False
2018-11-18,24,False
2018-11-25,37,False
2018-12-02,13,False
2018-12-09,12,False
2018-12-16,36,False
2018-12-23,13,False
2018-12-30,26,False
2019-01-06,24,False
2019-01-13,16,False
2019-01-20,11,False
2019-01-27,21,False
2019-02-03,21,False
2019-02-10,22,False
2019-02-17,28,False
2019-02-24,33,False
2019-03-03,22,False
2019-03-10,11,False
2019-03-17,27,False
2019-03-24,17,False
2019-03-31,38,False
2019-04-07,16,False
2019-04-14,17,False
2019-04-21,23,False
2019-04-28,11,False
2019-05-05,21,False
2019-05-12,32,False
2019-05-19,16,False
2019-05-26,100,False
2019-06-02,0,False
2019-06-09,46,False
2019-06-16,22,False
2019-06-23,28,False
2019-06-30,22,False
2019-07-07,21,False
2019-07-14,22,False
2019-07-21,12,False
2019-07-28,47,False
2019-08-04,43,False
2019-08-11,13,False
2019-08-18,24,False
2019-08-25,28,False
2019-09-01,21,False
2019-09-08,26,False
2019-09-15,21,False
2019-09-22,30,False
2019-09-29,20,False
2019-10-06,21,False
2019-10-13,36,False
2019-10-20,10,False
2019-10-27,30,False
2019-11-03,10,False
2019-11-10,34,False
2019-11-17,19,False
2019-11-24,24,False
2019-12-01,10,False
2019-12-08,26,False
2019-12-15,31,False
2019-12-22,47,False
2019-12-29,30,False
2020-01-05,27,False
2020-01-12,10,False
2020-01-19,20,False
2020-01-26,37,False
2020-02-02,28,False
2020-02-09,14,False
2020-02-16,19,False
2020-02-23,27,False
2020-03-01,26,False
2020-03-08,0,False
2020-03-15,9,False
2020-03-22,12,False
2020-03-29,25,False
2020-04-05,0,False
2020-04-12,9,False
2020-04-19,17,False
2020-04-26,0,True
