date,torte di compleanno,isPartial
2018-01-07,98,False
2018-01-14,66,False
2018-01-21,64,False
2018-01-28,32,False
2018-02-04,32,False
2018-02-11,65,False
2018-02-18,48,False
2018-02-25,0,False
2018-03-04,62,False
2018-03-11,31,False
2018-03-18,0,False
2018-03-25,33,False
2018-04-01,34,False
2018-04-08,93,False
2018-04-15,66,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,61,False
2018-05-13,31,False
2018-05-20,31,False
2018-05-27,31,False
2018-06-03,45,False
2018-06-10,28,False
2018-06-17,57,False
2018-06-24,27,False
2018-07-01,26,False
2018-07-08,0,False
2018-07-15,25,False
2018-07-22,100,False
2018-07-29,25,False
2018-08-05,23,False
2018-08-12,24,False
2018-08-19,24,False
2018-08-26,39,False
2018-09-02,25,False
2018-09-09,49,False
2018-09-16,49,False
2018-09-23,54,False
2018-09-30,0,False
2018-10-07,31,False
2018-10-14,31,False
2018-10-21,98,False
2018-10-28,32,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,95,False
2018-11-25,32,False
2018-12-02,0,False
2018-12-09,33,False
2018-12-16,0,False
2018-12-23,57,False
2018-12-30,0,False
2019-01-06,82,False
2019-01-13,32,False
2019-01-20,0,False
2019-01-27,31,False
2019-02-03,32,False
2019-02-10,33,False
2019-02-17,0,False
2019-02-24,31,False
2019-03-03,68,False
2019-03-10,65,False
2019-03-17,33,False
2019-03-24,33,False
2019-03-31,32,False
2019-04-07,63,False
2019-04-14,32,False
2019-04-21,0,False
2019-04-28,32,False
2019-05-05,0,False
2019-05-12,31,False
2019-05-19,30,False
2019-05-26,29,False
2019-06-02,31,False
2019-06-09,29,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,27,False
2019-07-14,0,False
2019-07-21,27,False
2019-07-28,0,False
2019-08-04,26,False
2019-08-11,24,False
2019-08-18,23,False
2019-08-25,24,False
2019-09-01,24,False
2019-09-08,25,False
2019-09-15,26,False
2019-09-22,41,False
2019-09-29,56,False
2019-10-06,28,False
2019-10-13,58,False
2019-10-20,56,False
2019-10-27,29,False
2019-11-03,55,False
2019-11-10,27,False
2019-11-17,28,False
2019-11-24,26,False
2019-12-01,27,False
2019-12-08,58,False
2019-12-15,0,False
2019-12-22,32,False
2019-12-29,30,False
2020-01-05,0,False
2020-01-12,0,False
2020-01-19,51,False
2020-01-26,0,False
2020-02-02,25,False
2020-02-09,26,False
2020-02-16,78,False
2020-02-23,50,False
2020-03-01,36,False
2020-03-08,45,False
2020-03-15,22,False
2020-03-22,0,False
2020-03-29,45,False
2020-04-05,0,False
2020-04-12,24,False
2020-04-19,44,False
2020-04-26,0,True
