date,torte di compleanno,isPartial
2018-01-07,0,False
2018-01-14,36,False
2018-01-21,37,False
2018-01-28,74,False
2018-02-04,25,False
2018-02-11,0,False
2018-02-18,35,False
2018-02-25,79,False
2018-03-04,25,False
2018-03-11,48,False
2018-03-18,24,False
2018-03-25,26,False
2018-04-01,39,False
2018-04-08,0,False
2018-04-15,26,False
2018-04-22,27,False
2018-04-29,0,False
2018-05-06,37,False
2018-05-13,26,False
2018-05-20,0,False
2018-05-27,25,False
2018-06-03,24,False
2018-06-10,57,False
2018-06-17,37,False
2018-06-24,0,False
2018-07-01,25,False
2018-07-08,25,False
2018-07-15,0,False
2018-07-22,75,False
2018-07-29,25,False
2018-08-05,24,False
2018-08-12,21,False
2018-08-19,47,False
2018-08-26,24,False
2018-09-02,25,False
2018-09-09,0,False
2018-09-16,51,False
2018-09-23,26,False
2018-09-30,37,False
2018-10-07,53,False
2018-10-14,27,False
2018-10-21,54,False
2018-10-28,27,False
2018-11-04,26,False
2018-11-11,54,False
2018-11-18,26,False
2018-11-25,53,False
2018-12-02,0,False
2018-12-09,27,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,26,False
2019-01-06,0,False
2019-01-13,26,False
2019-01-20,25,False
2019-01-27,25,False
2019-02-03,25,False
2019-02-10,38,False
2019-02-17,0,False
2019-02-24,26,False
2019-03-03,27,False
2019-03-10,27,False
2019-03-17,55,False
2019-03-24,27,False
2019-03-31,54,False
2019-04-07,54,False
2019-04-14,0,False
2019-04-21,28,False
2019-04-28,26,False
2019-05-05,0,False
2019-05-12,25,False
2019-05-19,26,False
2019-05-26,24,False
2019-06-02,28,False
2019-06-09,0,False
2019-06-16,27,False
2019-06-23,27,False
2019-06-30,27,False
2019-07-07,25,False
2019-07-14,0,False
2019-07-21,78,False
2019-07-28,100,False
2019-08-04,25,False
2019-08-11,0,False
2019-08-18,43,False
2019-08-25,0,False
2019-09-01,0,False
2019-09-08,25,False
2019-09-15,24,False
2019-09-22,24,False
2019-09-29,23,False
2019-10-06,48,False
2019-10-13,24,False
2019-10-20,47,False
2019-10-27,0,False
2019-11-03,22,False
2019-11-10,0,False
2019-11-17,23,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,47,False
2019-12-15,0,False
2019-12-22,25,False
2019-12-29,0,False
2020-01-05,45,False
2020-01-12,21,False
2020-01-19,44,False
2020-01-26,32,False
2020-02-02,0,False
2020-02-09,0,False
2020-02-16,43,False
2020-02-23,21,False
2020-03-01,20,False
2020-03-08,0,False
2020-03-15,19,False
2020-03-22,27,False
2020-03-29,19,False
2020-04-05,20,False
2020-04-12,20,False
2020-04-19,28,False
2020-04-26,66,True
