date,torte di compleanno,isPartial
2018-01-07,61,False
2018-01-14,55,False
2018-01-21,27,False
2018-01-28,38,False
2018-02-04,42,False
2018-02-11,38,False
2018-02-18,68,False
2018-02-25,40,False
2018-03-04,86,False
2018-03-11,60,False
2018-03-18,74,False
2018-03-25,45,False
2018-04-01,52,False
2018-04-08,72,False
2018-04-15,39,False
2018-04-22,76,False
2018-04-29,23,False
2018-05-06,61,False
2018-05-13,45,False
2018-05-20,39,False
2018-05-27,52,False
2018-06-03,57,False
2018-06-10,26,False
2018-06-17,54,False
2018-06-24,21,False
2018-07-01,49,False
2018-07-08,32,False
2018-07-15,32,False
2018-07-22,100,False
2018-07-29,42,False
2018-08-05,41,False
2018-08-12,28,False
2018-08-19,28,False
2018-08-26,33,False
2018-09-02,56,False
2018-09-09,27,False
2018-09-16,27,False
2018-09-23,65,False
2018-09-30,33,False
2018-10-07,35,False
2018-10-14,17,False
2018-10-21,17,False
2018-10-28,39,False
2018-11-04,66,False
2018-11-11,57,False
2018-11-18,44,False
2018-11-25,33,False
2018-12-02,53,False
2018-12-09,23,False
2018-12-16,11,False
2018-12-23,36,False
2018-12-30,11,False
2019-01-06,64,False
2019-01-13,27,False
2019-01-20,65,False
2019-01-27,60,False
2019-02-03,49,False
2019-02-10,25,False
2019-02-17,51,False
2019-02-24,35,False
2019-03-03,37,False
2019-03-10,30,False
2019-03-17,26,False
2019-03-24,26,False
2019-03-31,20,False
2019-04-07,25,False
2019-04-14,26,False
2019-04-21,27,False
2019-04-28,35,False
2019-05-05,20,False
2019-05-12,39,False
2019-05-19,40,False
2019-05-26,24,False
2019-06-02,57,False
2019-06-09,21,False
2019-06-16,31,False
2019-06-23,21,False
2019-06-30,31,False
2019-07-07,14,False
2019-07-14,25,False
2019-07-21,61,False
2019-07-28,39,False
2019-08-04,15,False
2019-08-11,10,False
2019-08-18,19,False
2019-08-25,34,False
2019-09-01,46,False
2019-09-08,14,False
2019-09-15,42,False
2019-09-22,33,False
2019-09-29,48,False
2019-10-06,53,False
2019-10-13,35,False
2019-10-20,63,False
2019-10-27,33,False
2019-11-03,37,False
2019-11-10,33,False
2019-11-17,19,False
2019-11-24,32,False
2019-12-01,29,False
2019-12-08,44,False
2019-12-15,15,False
2019-12-22,25,False
2019-12-29,25,False
2020-01-05,47,False
2020-01-12,27,False
2020-01-19,46,False
2020-01-26,50,False
2020-02-02,31,False
2020-02-09,18,False
2020-02-16,36,False
2020-02-23,30,False
2020-03-01,21,False
2020-03-08,8,False
2020-03-15,15,False
2020-03-22,25,False
2020-03-29,36,False
2020-04-05,62,False
2020-04-12,27,False
2020-04-19,22,False
2020-04-26,33,True
