date,torte di compleanno,isPartial
2018-01-07,28,False
2018-01-14,36,False
2018-01-21,24,False
2018-01-28,20,False
2018-02-04,12,False
2018-02-11,16,False
2018-02-18,16,False
2018-02-25,20,False
2018-03-04,8,False
2018-03-11,12,False
2018-03-18,26,False
2018-03-25,13,False
2018-04-01,14,False
2018-04-08,13,False
2018-04-15,45,False
2018-04-22,18,False
2018-04-29,18,False
2018-05-06,34,False
2018-05-13,17,False
2018-05-20,17,False
2018-05-27,9,False
2018-06-03,17,False
2018-06-10,17,False
2018-06-17,9,False
2018-06-24,9,False
2018-07-01,8,False
2018-07-08,17,False
2018-07-15,21,False
2018-07-22,100,False
2018-07-29,56,False
2018-08-05,26,False
2018-08-12,10,False
2018-08-19,18,False
2018-08-26,29,False
2018-09-02,21,False
2018-09-09,30,False
2018-09-16,25,False
2018-09-23,21,False
2018-09-30,13,False
2018-10-07,18,False
2018-10-14,18,False
2018-10-21,21,False
2018-10-28,8,False
2018-11-04,17,False
2018-11-11,9,False
2018-11-18,26,False
2018-11-25,0,False
2018-12-02,9,False
2018-12-09,18,False
2018-12-16,9,False
2018-12-23,21,False
2018-12-30,9,False
2019-01-06,8,False
2019-01-13,12,False
2019-01-20,28,False
2019-01-27,23,False
2019-02-03,8,False
2019-02-10,16,False
2019-02-17,24,False
2019-02-24,16,False
2019-03-03,16,False
2019-03-10,25,False
2019-03-17,33,False
2019-03-24,8,False
2019-03-31,24,False
2019-04-07,12,False
2019-04-14,8,False
2019-04-21,9,False
2019-04-28,12,False
2019-05-05,23,False
2019-05-12,23,False
2019-05-19,0,False
2019-05-26,8,False
2019-06-02,16,False
2019-06-09,25,False
2019-06-16,12,False
2019-06-23,8,False
2019-06-30,0,False
2019-07-07,8,False
2019-07-14,13,False
2019-07-21,47,False
2019-07-28,21,False
2019-08-04,13,False
2019-08-11,19,False
2019-08-18,0,False
2019-08-25,8,False
2019-09-01,11,False
2019-09-08,28,False
2019-09-15,32,False
2019-09-22,8,False
2019-09-29,19,False
2019-10-06,12,False
2019-10-13,23,False
2019-10-20,0,False
2019-10-27,31,False
2019-11-03,15,False
2019-11-10,7,False
2019-11-17,19,False
2019-11-24,26,False
2019-12-01,8,False
2019-12-08,24,False
2019-12-15,12,False
2019-12-22,18,False
2019-12-29,8,False
2020-01-05,15,False
2020-01-12,18,False
2020-01-19,7,False
2020-01-26,18,False
2020-02-02,14,False
2020-02-09,18,False
2020-02-16,18,False
2020-02-23,10,False
2020-03-01,7,False
2020-03-08,13,False
2020-03-15,13,False
2020-03-22,18,False
2020-03-29,34,False
2020-04-05,13,False
2020-04-12,13,False
2020-04-19,16,False
2020-04-26,11,True
