date,torte di compleanno,isPartial
2018-01-07,96,False
2018-01-14,83,False
2018-01-21,48,False
2018-01-28,60,False
2018-02-04,34,False
2018-02-11,46,False
2018-02-18,45,False
2018-02-25,23,False
2018-03-04,58,False
2018-03-11,0,False
2018-03-18,47,False
2018-03-25,37,False
2018-04-01,39,False
2018-04-08,49,False
2018-04-15,73,False
2018-04-22,50,False
2018-04-29,77,False
2018-05-06,36,False
2018-05-13,49,False
2018-05-20,24,False
2018-05-27,26,False
2018-06-03,25,False
2018-06-10,23,False
2018-06-17,35,False
2018-06-24,23,False
2018-07-01,74,False
2018-07-08,46,False
2018-07-15,95,False
2018-07-22,54,False
2018-07-29,53,False
2018-08-05,20,False
2018-08-12,17,False
2018-08-19,25,False
2018-08-26,50,False
2018-09-02,83,False
2018-09-09,51,False
2018-09-16,77,False
2018-09-23,62,False
2018-09-30,48,False
2018-10-07,26,False
2018-10-14,50,False
2018-10-21,62,False
2018-10-28,24,False
2018-11-04,24,False
2018-11-11,26,False
2018-11-18,51,False
2018-11-25,0,False
2018-12-02,66,False
2018-12-09,89,False
2018-12-16,54,False
2018-12-23,82,False
2018-12-30,25,False
2019-01-06,37,False
2019-01-13,74,False
2019-01-20,23,False
2019-01-27,72,False
2019-02-03,71,False
2019-02-10,24,False
2019-02-17,37,False
2019-02-24,72,False
2019-03-03,26,False
2019-03-10,49,False
2019-03-17,38,False
2019-03-24,25,False
2019-03-31,49,False
2019-04-07,0,False
2019-04-14,26,False
2019-04-21,26,False
2019-04-28,62,False
2019-05-05,37,False
2019-05-12,49,False
2019-05-19,74,False
2019-05-26,35,False
2019-06-02,50,False
2019-06-09,52,False
2019-06-16,0,False
2019-06-23,25,False
2019-06-30,77,False
2019-07-07,24,False
2019-07-14,47,False
2019-07-21,48,False
2019-07-28,67,False
2019-08-04,52,False
2019-08-11,20,False
2019-08-18,39,False
2019-08-25,20,False
2019-09-01,66,False
2019-09-08,25,False
2019-09-15,50,False
2019-09-22,75,False
2019-09-29,100,False
2019-10-06,38,False
2019-10-13,91,False
2019-10-20,50,False
2019-10-27,51,False
2019-11-03,49,False
2019-11-10,62,False
2019-11-17,76,False
2019-11-24,24,False
2019-12-01,38,False
2019-12-08,51,False
2019-12-15,51,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,60,False
2020-01-12,45,False
2020-01-19,23,False
2020-01-26,90,False
2020-02-02,22,False
2020-02-09,70,False
2020-02-16,69,False
2020-02-23,64,False
2020-03-01,0,False
2020-03-08,19,False
2020-03-15,37,False
2020-03-22,34,False
2020-03-29,54,False
2020-04-05,19,False
2020-04-12,39,False
2020-04-19,27,False
2020-04-26,32,True
