date,Brunnen bohren,isPartial
2018-01-07,18,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,18,False
2018-02-25,18,False
2018-03-04,18,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,20,False
2018-04-01,20,False
2018-04-08,39,False
2018-04-15,27,False
2018-04-22,38,False
2018-04-29,27,False
2018-05-06,51,False
2018-05-13,19,False
2018-05-20,100,False
2018-05-27,87,False
2018-06-03,47,False
2018-06-10,54,False
2018-06-17,54,False
2018-06-24,43,False
2018-07-01,68,False
2018-07-08,46,False
2018-07-15,79,False
2018-07-22,19,False
2018-07-29,70,False
2018-08-05,86,False
2018-08-12,51,False
2018-08-19,18,False
2018-08-26,0,False
2018-09-02,67,False
2018-09-09,19,False
2018-09-16,19,False
2018-09-23,19,False
2018-09-30,19,False
2018-10-07,38,False
2018-10-14,0,False
2018-10-21,19,False
2018-10-28,0,False
2018-11-04,18,False
2018-11-11,36,False
2018-11-18,17,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,18,False
2019-01-06,0,False
2019-01-13,17,False
2019-01-20,17,False
2019-01-27,0,False
2019-02-03,18,False
2019-02-10,17,False
2019-02-17,17,False
2019-02-24,40,False
2019-03-03,22,False
2019-03-10,17,False
2019-03-17,52,False
2019-03-24,23,False
2019-03-31,55,False
2019-04-07,35,False
2019-04-14,48,False
2019-04-21,80,False
2019-04-28,34,False
2019-05-05,40,False
2019-05-12,35,False
2019-05-19,0,False
2019-05-26,17,False
2019-06-02,46,False
2019-06-09,34,False
2019-06-16,29,False
2019-06-23,36,False
2019-06-30,47,False
2019-07-07,44,False
2019-07-14,36,False
2019-07-21,55,False
2019-07-28,25,False
2019-08-04,29,False
2019-08-11,55,False
2019-08-18,67,False
2019-08-25,41,False
2019-09-01,49,False
2019-09-08,25,False
2019-09-15,17,False
2019-09-22,16,False
2019-09-29,24,False
2019-10-06,0,False
2019-10-13,16,False
2019-10-20,0,False
2019-10-27,16,False
2019-11-03,15,False
2019-11-10,0,False
2019-11-17,23,False
2019-11-24,0,False
2019-12-01,15,False
2019-12-08,0,False
2019-12-15,16,False
2019-12-22,0,False
2019-12-29,16,False
2020-01-05,0,False
2020-01-12,22,False
2020-01-19,15,False
2020-01-26,15,False
2020-02-02,26,False
2020-02-09,14,False
2020-02-16,14,False
2020-02-23,28,False
2020-03-01,19,False
2020-03-08,27,False
2020-03-15,26,False
2020-03-22,16,False
2020-03-29,12,False
2020-04-05,60,False
2020-04-12,40,False
2020-04-19,72,False
2020-04-26,50,False
2020-05-03,38,False
2020-05-10,43,False
