date,Brunnen bohren,isPartial
2018-01-07,12,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,23,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,12,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,13,False
2018-04-01,26,False
2018-04-08,12,False
2018-04-15,17,False
2018-04-22,25,False
2018-04-29,26,False
2018-05-06,21,False
2018-05-13,16,False
2018-05-20,19,False
2018-05-27,34,False
2018-06-03,25,False
2018-06-10,24,False
2018-06-17,13,False
2018-06-24,26,False
2018-07-01,100,False
2018-07-08,43,False
2018-07-15,44,False
2018-07-22,65,False
2018-07-29,58,False
2018-08-05,46,False
2018-08-12,30,False
2018-08-19,37,False
2018-08-26,18,False
2018-09-02,24,False
2018-09-09,12,False
2018-09-16,20,False
2018-09-23,12,False
2018-09-30,13,False
2018-10-07,25,False
2018-10-14,12,False
2018-10-21,0,False
2018-10-28,12,False
2018-11-04,15,False
2018-11-11,12,False
2018-11-18,12,False
2018-11-25,0,False
2018-12-02,12,False
2018-12-09,13,False
2018-12-16,13,False
2018-12-23,15,False
2018-12-30,13,False
2019-01-06,12,False
2019-01-13,12,False
2019-01-20,0,False
2019-01-27,18,False
2019-02-03,0,False
2019-02-10,12,False
2019-02-17,12,False
2019-02-24,12,False
2019-03-03,16,False
2019-03-10,35,False
2019-03-17,18,False
2019-03-24,36,False
2019-03-31,20,False
2019-04-07,24,False
2019-04-14,43,False
2019-04-21,63,False
2019-04-28,45,False
2019-05-05,23,False
2019-05-12,16,False
2019-05-19,12,False
2019-05-26,24,False
2019-06-02,35,False
2019-06-09,30,False
2019-06-16,29,False
2019-06-23,56,False
2019-06-30,50,False
2019-07-07,33,False
2019-07-14,25,False
2019-07-21,44,False
2019-07-28,43,False
2019-08-04,21,False
2019-08-11,12,False
2019-08-18,0,False
2019-08-25,29,False
2019-09-01,12,False
2019-09-08,12,False
2019-09-15,24,False
2019-09-22,12,False
2019-09-29,13,False
2019-10-06,35,False
2019-10-13,11,False
2019-10-20,11,False
2019-10-27,11,False
2019-11-03,0,False
2019-11-10,11,False
2019-11-17,11,False
2019-11-24,11,False
2019-12-01,0,False
2019-12-08,11,False
2019-12-15,11,False
2019-12-22,27,False
2019-12-29,0,False
2020-01-05,22,False
2020-01-12,21,False
2020-01-19,0,False
2020-01-26,16,False
2020-02-02,21,False
2020-02-09,10,False
2020-02-16,11,False
2020-02-23,16,False
2020-03-01,16,False
2020-03-08,10,False
2020-03-15,20,False
2020-03-22,26,False
2020-03-29,25,False
2020-04-05,51,False
2020-04-12,51,False
2020-04-19,90,False
2020-04-26,80,False
2020-05-03,46,False
2020-05-10,30,False
