date,Hochzeitslocation,isPartial
2018-01-07,26,False
2018-01-14,53,False
2018-01-21,53,False
2018-01-28,52,False
2018-02-04,40,False
2018-02-11,27,False
2018-02-18,27,False
2018-02-25,39,False
2018-03-04,52,False
2018-03-11,25,False
2018-03-18,39,False
2018-03-25,28,False
2018-04-01,28,False
2018-04-08,81,False
2018-04-15,27,False
2018-04-22,26,False
2018-04-29,56,False
2018-05-06,41,False
2018-05-13,63,False
2018-05-20,26,False
2018-05-27,25,False
2018-06-03,40,False
2018-06-10,77,False
2018-06-17,38,False
2018-06-24,26,False
2018-07-01,27,False
2018-07-08,27,False
2018-07-15,28,False
2018-07-22,41,False
2018-07-29,0,False
2018-08-05,25,False
2018-08-12,50,False
2018-08-19,50,False
2018-08-26,26,False
2018-09-02,26,False
2018-09-09,64,False
2018-09-16,0,False
2018-09-23,26,False
2018-09-30,52,False
2018-10-07,27,False
2018-10-14,26,False
2018-10-21,100,False
2018-10-28,25,False
2018-11-04,0,False
2018-11-11,50,False
2018-11-18,0,False
2018-11-25,25,False
2018-12-02,25,False
2018-12-09,25,False
2018-12-16,25,False
2018-12-23,42,False
2018-12-30,26,False
2019-01-06,48,False
2019-01-13,47,False
2019-01-20,24,False
2019-01-27,24,False
2019-02-03,47,False
2019-02-10,0,False
2019-02-17,26,False
2019-02-24,25,False
2019-03-03,48,False
2019-03-10,24,False
2019-03-17,38,False
2019-03-24,25,False
2019-03-31,25,False
2019-04-07,62,False
2019-04-14,27,False
2019-04-21,40,False
2019-04-28,24,False
2019-05-05,60,False
2019-05-12,36,False
2019-05-19,48,False
2019-05-26,38,False
2019-06-02,24,False
2019-06-09,24,False
2019-06-16,60,False
2019-06-23,50,False
2019-06-30,24,False
2019-07-07,49,False
2019-07-14,0,False
2019-07-21,54,False
2019-07-28,26,False
2019-08-04,39,False
2019-08-11,25,False
2019-08-18,63,False
2019-08-25,24,False
2019-09-01,59,False
2019-09-08,37,False
2019-09-15,0,False
2019-09-22,49,False
2019-09-29,24,False
2019-10-06,24,False
2019-10-13,25,False
2019-10-20,24,False
2019-10-27,23,False
2019-11-03,44,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,22,False
2019-12-01,45,False
2019-12-08,23,False
2019-12-15,69,False
2019-12-22,51,False
2019-12-29,24,False
2020-01-05,32,False
2020-01-12,32,False
2020-01-19,43,False
2020-01-26,32,False
2020-02-02,53,False
2020-02-09,34,False
2020-02-16,0,False
2020-02-23,41,False
2020-03-01,21,False
2020-03-08,20,False
2020-03-15,19,False
2020-03-22,19,False
2020-03-29,28,False
2020-04-05,21,False
2020-04-12,0,True
