date,Hochzeitslocation,isPartial
2018-01-07,0,False
2018-01-14,36,False
2018-01-21,12,False
2018-01-28,12,False
2018-02-04,25,False
2018-02-11,13,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,24,False
2018-03-11,12,False
2018-03-18,12,False
2018-03-25,26,False
2018-04-01,0,False
2018-04-08,13,False
2018-04-15,13,False
2018-04-22,25,False
2018-04-29,25,False
2018-05-06,13,False
2018-05-13,13,False
2018-05-20,38,False
2018-05-27,38,False
2018-06-03,25,False
2018-06-10,12,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,51,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,26,False
2018-07-29,12,False
2018-08-05,12,False
2018-08-12,0,False
2018-08-19,12,False
2018-08-26,100,False
2018-09-02,12,False
2018-09-09,13,False
2018-09-16,25,False
2018-09-23,25,False
2018-09-30,13,False
2018-10-07,13,False
2018-10-14,12,False
2018-10-21,25,False
2018-10-28,24,False
2018-11-04,0,False
2018-11-11,24,False
2018-11-18,0,False
2018-11-25,36,False
2018-12-02,24,False
2018-12-09,12,False
2018-12-16,12,False
2018-12-23,0,False
2018-12-30,24,False
2019-01-06,34,False
2019-01-13,35,False
2019-01-20,23,False
2019-01-27,0,False
2019-02-03,34,False
2019-02-10,47,False
2019-02-17,0,False
2019-02-24,25,False
2019-03-03,23,False
2019-03-10,0,False
2019-03-17,0,False
2019-03-24,0,False
2019-03-31,0,False
2019-04-07,35,False
2019-04-14,0,False
2019-04-21,12,False
2019-04-28,12,False
2019-05-05,45,False
2019-05-12,24,False
2019-05-19,23,False
2019-05-26,47,False
2019-06-02,12,False
2019-06-09,24,False
2019-06-16,36,False
2019-06-23,0,False
2019-06-30,12,False
2019-07-07,36,False
2019-07-14,25,False
2019-07-21,39,False
2019-07-28,13,False
2019-08-04,24,False
2019-08-11,23,False
2019-08-18,35,False
2019-08-25,11,False
2019-09-01,23,False
2019-09-08,0,False
2019-09-15,12,False
2019-09-22,11,False
2019-09-29,0,False
2019-10-06,23,False
2019-10-13,11,False
2019-10-20,11,False
2019-10-27,11,False
2019-11-03,32,False
2019-11-10,22,False
2019-11-17,32,False
2019-11-24,21,False
2019-12-01,11,False
2019-12-08,22,False
2019-12-15,11,False
2019-12-22,36,False
2019-12-29,23,False
2020-01-05,52,False
2020-01-12,31,False
2020-01-19,52,False
2020-01-26,41,False
2020-02-02,31,False
2020-02-09,10,False
2020-02-16,22,False
2020-02-23,0,False
2020-03-01,10,False
2020-03-08,37,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,17,False
2020-04-05,0,False
2020-04-12,33,True
