date,Hochzeitslocation,isPartial
2018-01-07,29,False
2018-01-14,84,False
2018-01-21,28,False
2018-01-28,28,False
2018-02-04,28,False
2018-02-11,28,False
2018-02-18,27,False
2018-02-25,82,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,27,False
2018-03-25,29,False
2018-04-01,0,False
2018-04-08,42,False
2018-04-15,0,False
2018-04-22,56,False
2018-04-29,30,False
2018-05-06,64,False
2018-05-13,58,False
2018-05-20,63,False
2018-05-27,28,False
2018-06-03,28,False
2018-06-10,82,False
2018-06-17,41,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,44,False
2018-07-15,63,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,29,False
2018-08-19,0,False
2018-08-26,59,False
2018-09-02,73,False
2018-09-09,29,False
2018-09-16,0,False
2018-09-23,29,False
2018-09-30,64,False
2018-10-07,0,False
2018-10-14,57,False
2018-10-21,54,False
2018-10-28,28,False
2018-11-04,41,False
2018-11-11,28,False
2018-11-18,0,False
2018-11-25,28,False
2018-12-02,27,False
2018-12-09,28,False
2018-12-16,30,False
2018-12-23,0,False
2018-12-30,97,False
2019-01-06,26,False
2019-01-13,79,False
2019-01-20,27,False
2019-01-27,0,False
2019-02-03,27,False
2019-02-10,27,False
2019-02-17,41,False
2019-02-24,27,False
2019-03-03,28,False
2019-03-10,0,False
2019-03-17,42,False
2019-03-24,55,False
2019-03-31,42,False
2019-04-07,28,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,28,False
2019-05-05,27,False
2019-05-12,43,False
2019-05-19,28,False
2019-05-26,88,False
2019-06-02,0,False
2019-06-09,90,False
2019-06-16,45,False
2019-06-23,62,False
2019-06-30,47,False
2019-07-07,0,False
2019-07-14,50,False
2019-07-21,72,False
2019-07-28,100,False
2019-08-04,94,False
2019-08-11,90,False
2019-08-18,0,False
2019-08-25,61,False
2019-09-01,29,False
2019-09-08,30,False
2019-09-15,30,False
2019-09-22,83,False
2019-09-29,28,False
2019-10-06,59,False
2019-10-13,28,False
2019-10-20,0,False
2019-10-27,0,False
2019-11-03,41,False
2019-11-10,28,False
2019-11-17,25,False
2019-11-24,54,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,34,False
2020-01-05,80,False
2020-01-12,40,False
2020-01-19,51,False
2020-01-26,38,False
2020-02-02,26,False
2020-02-09,50,False
2020-02-16,0,False
2020-02-23,0,False
2020-03-01,24,False
2020-03-08,46,False
2020-03-15,22,False
2020-03-22,0,False
2020-03-29,21,False
2020-04-05,22,False
2020-04-12,0,True
