date,Hochzeitslocation,isPartial
2018-01-07,55,False
2018-01-14,44,False
2018-01-21,17,False
2018-01-28,39,False
2018-02-04,33,False
2018-02-11,45,False
2018-02-18,40,False
2018-02-25,23,False
2018-03-04,34,False
2018-03-11,11,False
2018-03-18,34,False
2018-03-25,24,False
2018-04-01,37,False
2018-04-08,12,False
2018-04-15,43,False
2018-04-22,18,False
2018-04-29,37,False
2018-05-06,42,False
2018-05-13,29,False
2018-05-20,24,False
2018-05-27,66,False
2018-06-03,59,False
2018-06-10,23,False
2018-06-17,36,False
2018-06-24,24,False
2018-07-01,43,False
2018-07-08,25,False
2018-07-15,50,False
2018-07-22,68,False
2018-07-29,48,False
2018-08-05,59,False
2018-08-12,72,False
2018-08-19,75,False
2018-08-26,40,False
2018-09-02,45,False
2018-09-09,51,False
2018-09-16,23,False
2018-09-23,29,False
2018-09-30,49,False
2018-10-07,41,False
2018-10-14,52,False
2018-10-21,45,False
2018-10-28,22,False
2018-11-04,22,False
2018-11-11,39,False
2018-11-18,28,False
2018-11-25,18,False
2018-12-02,18,False
2018-12-09,36,False
2018-12-16,36,False
2018-12-23,56,False
2018-12-30,88,False
2019-01-06,35,False
2019-01-13,67,False
2019-01-20,60,False
2019-01-27,55,False
2019-02-03,39,False
2019-02-10,39,False
2019-02-17,28,False
2019-02-24,11,False
2019-03-03,28,False
2019-03-10,44,False
2019-03-17,57,False
2019-03-24,40,False
2019-03-31,22,False
2019-04-07,56,False
2019-04-14,30,False
2019-04-21,36,False
2019-04-28,17,False
2019-05-05,27,False
2019-05-12,11,False
2019-05-19,11,False
2019-05-26,29,False
2019-06-02,44,False
2019-06-09,68,False
2019-06-16,23,False
2019-06-23,53,False
2019-06-30,35,False
2019-07-07,46,False
2019-07-14,30,False
2019-07-21,43,False
2019-07-28,100,False
2019-08-04,35,False
2019-08-11,66,False
2019-08-18,50,False
2019-08-25,51,False
2019-09-01,27,False
2019-09-08,67,False
2019-09-15,51,False
2019-09-22,28,False
2019-09-29,18,False
2019-10-06,28,False
2019-10-13,48,False
2019-10-20,37,False
2019-10-27,42,False
2019-11-03,31,False
2019-11-10,26,False
2019-11-17,16,False
2019-11-24,16,False
2019-12-01,42,False
2019-12-08,10,False
2019-12-15,27,False
2019-12-22,81,False
2019-12-29,77,False
2020-01-05,47,False
2020-01-12,40,False
2020-01-19,51,False
2020-01-26,65,False
2020-02-02,20,False
2020-02-09,34,False
2020-02-16,36,False
2020-02-23,35,False
2020-03-01,35,False
2020-03-08,19,False
2020-03-15,9,False
2020-03-22,14,False
2020-03-29,37,False
2020-04-05,21,False
2020-04-12,37,True
