date,Costume homme,isPartial
2018-01-07,29,False
2018-01-14,43,False
2018-01-21,43,False
2018-01-28,71,False
2018-02-04,27,False
2018-02-11,14,False
2018-02-18,15,False
2018-02-25,29,False
2018-03-04,73,False
2018-03-11,15,False
2018-03-18,58,False
2018-03-25,30,False
2018-04-01,29,False
2018-04-08,29,False
2018-04-15,31,False
2018-04-22,15,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,30,False
2018-05-20,45,False
2018-05-27,58,False
2018-06-03,30,False
2018-06-10,28,False
2018-06-17,89,False
2018-06-24,15,False
2018-07-01,15,False
2018-07-08,15,False
2018-07-15,0,False
2018-07-22,33,False
2018-07-29,83,False
2018-08-05,34,False
2018-08-12,17,False
2018-08-19,17,False
2018-08-26,16,False
2018-09-02,0,False
2018-09-09,47,False
2018-09-16,46,False
2018-09-23,62,False
2018-09-30,15,False
2018-10-07,47,False
2018-10-14,32,False
2018-10-21,48,False
2018-10-28,31,False
2018-11-04,59,False
2018-11-11,15,False
2018-11-18,15,False
2018-11-25,15,False
2018-12-02,0,False
2018-12-09,15,False
2018-12-16,62,False
2018-12-23,16,False
2018-12-30,47,False
2019-01-06,15,False
2019-01-13,59,False
2019-01-20,14,False
2019-01-27,84,False
2019-02-03,0,False
2019-02-10,94,False
2019-02-17,16,False
2019-02-24,15,False
2019-03-03,28,False
2019-03-10,44,False
2019-03-17,15,False
2019-03-24,0,False
2019-03-31,0,False
2019-04-07,16,False
2019-04-14,32,False
2019-04-21,15,False
2019-04-28,14,False
2019-05-05,85,False
2019-05-12,61,False
2019-05-19,44,False
2019-05-26,44,False
2019-06-02,54,False
2019-06-09,100,False
2019-06-16,30,False
2019-06-23,30,False
2019-06-30,30,False
2019-07-07,15,False
2019-07-14,16,False
2019-07-21,16,False
2019-07-28,66,False
2019-08-04,0,False
2019-08-11,33,False
2019-08-18,49,False
2019-08-25,76,False
2019-09-01,44,False
2019-09-08,29,False
2019-09-15,29,False
2019-09-22,41,False
2019-09-29,41,False
2019-10-06,42,False
2019-10-13,68,False
2019-10-20,0,False
2019-10-27,54,False
2019-11-03,66,False
2019-11-10,26,False
2019-11-17,41,False
2019-11-24,0,False
2019-12-01,52,False
2019-12-08,26,False
2019-12-15,40,False
2019-12-22,14,False
2019-12-29,27,False
2020-01-05,63,False
2020-01-12,37,False
2020-01-19,13,False
2020-01-26,0,False
2020-02-02,38,False
2020-02-09,38,False
2020-02-16,52,False
2020-02-23,25,False
2020-03-01,24,False
2020-03-08,24,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,21,False
2020-04-05,0,False
2020-04-12,38,True
