date,costume homme,isPartial
2018-01-07,67,False
2018-01-14,33,False
2018-01-21,0,False
2018-01-28,17,False
2018-02-04,16,False
2018-02-11,34,False
2018-02-18,18,False
2018-02-25,0,False
2018-03-04,66,False
2018-03-11,0,False
2018-03-18,17,False
2018-03-25,34,False
2018-04-01,17,False
2018-04-08,52,False
2018-04-15,37,False
2018-04-22,17,False
2018-04-29,71,False
2018-05-06,52,False
2018-05-13,17,False
2018-05-20,18,False
2018-05-27,17,False
2018-06-03,35,False
2018-06-10,70,False
2018-06-17,40,False
2018-06-24,20,False
2018-07-01,37,False
2018-07-08,0,False
2018-07-15,39,False
2018-07-22,39,False
2018-07-29,0,False
2018-08-05,36,False
2018-08-12,93,False
2018-08-19,19,False
2018-08-26,57,False
2018-09-02,78,False
2018-09-09,58,False
2018-09-16,19,False
2018-09-23,0,False
2018-09-30,40,False
2018-10-07,0,False
2018-10-14,20,False
2018-10-21,40,False
2018-10-28,19,False
2018-11-04,0,False
2018-11-11,19,False
2018-11-18,57,False
2018-11-25,19,False
2018-12-02,38,False
2018-12-09,39,False
2018-12-16,59,False
2018-12-23,85,False
2018-12-30,20,False
2019-01-06,38,False
2019-01-13,19,False
2019-01-20,55,False
2019-01-27,54,False
2019-02-03,56,False
2019-02-10,19,False
2019-02-17,20,False
2019-02-24,60,False
2019-03-03,74,False
2019-03-10,38,False
2019-03-17,59,False
2019-03-24,20,False
2019-03-31,76,False
2019-04-07,0,False
2019-04-14,19,False
2019-04-21,19,False
2019-04-28,18,False
2019-05-05,18,False
2019-05-12,38,False
2019-05-19,57,False
2019-05-26,57,False
2019-06-02,0,False
2019-06-09,54,False
2019-06-16,19,False
2019-06-23,18,False
2019-06-30,74,False
2019-07-07,36,False
2019-07-14,18,False
2019-07-21,0,False
2019-07-28,18,False
2019-08-04,17,False
2019-08-11,32,False
2019-08-18,51,False
2019-08-25,50,False
2019-09-01,86,False
2019-09-08,33,False
2019-09-15,35,False
2019-09-22,0,False
2019-09-29,35,False
2019-10-06,35,False
2019-10-13,86,False
2019-10-20,17,False
2019-10-27,33,False
2019-11-03,17,False
2019-11-10,0,False
2019-11-17,84,False
2019-11-24,16,False
2019-12-01,17,False
2019-12-08,100,False
2019-12-15,34,False
2019-12-22,56,False
2019-12-29,18,False
2020-01-05,49,False
2020-01-12,0,False
2020-01-19,0,False
2020-01-26,32,False
2020-02-02,17,False
2020-02-09,48,False
2020-02-16,32,False
2020-02-23,32,False
2020-03-01,48,False
2020-03-08,16,False
2020-03-15,28,False
2020-03-22,14,False
2020-03-29,14,False
2020-04-05,0,False
2020-04-12,0,True
