date,costume homme,isPartial
2018-01-07,25,False
2018-01-14,0,False
2018-01-21,37,False
2018-01-28,25,False
2018-02-04,61,False
2018-02-11,0,False
2018-02-18,25,False
2018-02-25,74,False
2018-03-04,51,False
2018-03-11,100,False
2018-03-18,62,False
2018-03-25,50,False
2018-04-01,74,False
2018-04-08,49,False
2018-04-15,26,False
2018-04-22,49,False
2018-04-29,38,False
2018-05-06,39,False
2018-05-13,64,False
2018-05-20,77,False
2018-05-27,37,False
2018-06-03,73,False
2018-06-10,60,False
2018-06-17,76,False
2018-06-24,25,False
2018-07-01,73,False
2018-07-08,50,False
2018-07-15,52,False
2018-07-22,0,False
2018-07-29,25,False
2018-08-05,62,False
2018-08-12,25,False
2018-08-19,50,False
2018-08-26,50,False
2018-09-02,51,False
2018-09-09,38,False
2018-09-16,25,False
2018-09-23,38,False
2018-09-30,75,False
2018-10-07,64,False
2018-10-14,26,False
2018-10-21,26,False
2018-10-28,37,False
2018-11-04,24,False
2018-11-11,51,False
2018-11-18,74,False
2018-11-25,37,False
2018-12-02,0,False
2018-12-09,26,False
2018-12-16,39,False
2018-12-23,67,False
2018-12-30,26,False
2019-01-06,25,False
2019-01-13,62,False
2019-01-20,49,False
2019-01-27,24,False
2019-02-03,62,False
2019-02-10,26,False
2019-02-17,39,False
2019-02-24,87,False
2019-03-03,24,False
2019-03-10,25,False
2019-03-17,77,False
2019-03-24,52,False
2019-03-31,64,False
2019-04-07,40,False
2019-04-14,52,False
2019-04-21,72,False
2019-04-28,72,False
2019-05-05,59,False
2019-05-12,63,False
2019-05-19,25,False
2019-05-26,36,False
2019-06-02,56,False
2019-06-09,58,False
2019-06-16,25,False
2019-06-23,48,False
2019-06-30,61,False
2019-07-07,73,False
2019-07-14,97,False
2019-07-21,48,False
2019-07-28,36,False
2019-08-04,23,False
2019-08-11,22,False
2019-08-18,24,False
2019-08-25,46,False
2019-09-01,23,False
2019-09-08,24,False
2019-09-15,24,False
2019-09-22,67,False
2019-09-29,56,False
2019-10-06,0,False
2019-10-13,35,False
2019-10-20,56,False
2019-10-27,32,False
2019-11-03,55,False
2019-11-10,44,False
2019-11-17,0,False
2019-11-24,43,False
2019-12-01,44,False
2019-12-08,33,False
2019-12-15,57,False
2019-12-22,57,False
2019-12-29,45,False
2020-01-05,43,False
2020-01-12,21,False
2020-01-19,45,False
2020-01-26,22,False
2020-02-02,21,False
2020-02-09,31,False
2020-02-16,64,False
2020-02-23,53,False
2020-03-01,52,False
2020-03-08,50,False
2020-03-15,27,False
2020-03-22,17,False
2020-03-29,34,False
2020-04-05,0,False
2020-04-12,36,True
