date,fotografi,isPartial
2018-01-07,50,False
2018-01-14,100,False
2018-01-21,25,False
2018-01-28,37,False
2018-02-04,24,False
2018-02-11,24,False
2018-02-18,25,False
2018-02-25,23,False
2018-03-04,0,False
2018-03-11,24,False
2018-03-18,25,False
2018-03-25,0,False
2018-04-01,50,False
2018-04-08,24,False
2018-04-15,38,False
2018-04-22,25,False
2018-04-29,0,False
2018-05-06,71,False
2018-05-13,24,False
2018-05-20,24,False
2018-05-27,36,False
2018-06-03,0,False
2018-06-10,45,False
2018-06-17,24,False
2018-06-24,36,False
2018-07-01,46,False
2018-07-08,34,False
2018-07-15,22,False
2018-07-22,34,False
2018-07-29,23,False
2018-08-05,23,False
2018-08-12,43,False
2018-08-19,0,False
2018-08-26,46,False
2018-09-02,36,False
2018-09-09,24,False
2018-09-16,0,False
2018-09-23,73,False
2018-09-30,36,False
2018-10-07,49,False
2018-10-14,26,False
2018-10-21,25,False
2018-10-28,24,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,50,False
2018-12-02,25,False
2018-12-09,52,False
2018-12-16,26,False
2018-12-23,0,False
2018-12-30,54,False
2019-01-06,76,False
2019-01-13,24,False
2019-01-20,23,False
2019-01-27,22,False
2019-02-03,57,False
2019-02-10,23,False
2019-02-17,36,False
2019-02-24,24,False
2019-03-03,57,False
2019-03-10,23,False
2019-03-17,23,False
2019-03-24,35,False
2019-03-31,0,False
2019-04-07,23,False
2019-04-14,23,False
2019-04-21,21,False
2019-04-28,22,False
2019-05-05,22,False
2019-05-12,23,False
2019-05-19,0,False
2019-05-26,21,False
2019-06-02,35,False
2019-06-09,44,False
2019-06-16,0,False
2019-06-23,23,False
2019-06-30,22,False
2019-07-07,63,False
2019-07-14,0,False
2019-07-21,65,False
2019-07-28,22,False
2019-08-04,42,False
2019-08-11,0,False
2019-08-18,20,False
2019-08-25,31,False
2019-09-01,21,False
2019-09-08,33,False
2019-09-15,42,False
2019-09-22,31,False
2019-09-29,32,False
2019-10-06,66,False
2019-10-13,21,False
2019-10-20,40,False
2019-10-27,0,False
2019-11-03,20,False
2019-11-10,43,False
2019-11-17,40,False
2019-11-24,0,False
2019-12-01,42,False
2019-12-08,22,False
2019-12-15,43,False
2019-12-22,26,False
2019-12-29,24,False
2020-01-05,0,False
2020-01-12,20,False
2020-01-19,32,False
2020-01-26,64,False
2020-02-02,21,False
2020-02-09,21,False
2020-02-16,31,False
2020-02-23,39,False
2020-03-01,39,False
2020-03-08,18,False
2020-03-15,37,False
2020-03-22,17,False
2020-03-29,73,False
2020-04-05,19,False
2020-04-12,19,False
2020-04-19,18,False
2020-04-26,31,True
