date,fotografi,isPartial
2018-01-07,61,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,29,False
2018-02-04,30,False
2018-02-11,30,False
2018-02-18,44,False
2018-02-25,57,False
2018-03-04,29,False
2018-03-11,57,False
2018-03-18,30,False
2018-03-25,45,False
2018-04-01,33,False
2018-04-08,59,False
2018-04-15,0,False
2018-04-22,31,False
2018-04-29,45,False
2018-05-06,29,False
2018-05-13,58,False
2018-05-20,89,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,28,False
2018-06-17,29,False
2018-06-24,29,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,32,False
2018-08-19,61,False
2018-08-26,29,False
2018-09-02,30,False
2018-09-09,30,False
2018-09-16,0,False
2018-09-23,0,False
2018-09-30,0,False
2018-10-07,30,False
2018-10-14,0,False
2018-10-21,30,False
2018-10-28,29,False
2018-11-04,29,False
2018-11-11,45,False
2018-11-18,0,False
2018-11-25,30,False
2018-12-02,31,False
2018-12-09,30,False
2018-12-16,56,False
2018-12-23,32,False
2018-12-30,0,False
2019-01-06,58,False
2019-01-13,53,False
2019-01-20,38,False
2019-01-27,100,False
2019-02-03,25,False
2019-02-10,26,False
2019-02-17,40,False
2019-02-24,26,False
2019-03-03,26,False
2019-03-10,26,False
2019-03-17,0,False
2019-03-24,40,False
2019-03-31,26,False
2019-04-07,51,False
2019-04-14,55,False
2019-04-21,56,False
2019-04-28,25,False
2019-05-05,25,False
2019-05-12,25,False
2019-05-19,25,False
2019-05-26,60,False
2019-06-02,26,False
2019-06-09,27,False
2019-06-16,0,False
2019-06-23,27,False
2019-06-30,0,False
2019-07-07,25,False
2019-07-14,27,False
2019-07-21,57,False
2019-07-28,28,False
2019-08-04,57,False
2019-08-11,61,False
2019-08-18,57,False
2019-08-25,27,False
2019-09-01,25,False
2019-09-08,50,False
2019-09-15,37,False
2019-09-22,24,False
2019-09-29,0,False
2019-10-06,25,False
2019-10-13,25,False
2019-10-20,0,False
2019-10-27,24,False
2019-11-03,23,False
2019-11-10,23,False
2019-11-17,0,False
2019-11-24,24,False
2019-12-01,24,False
2019-12-08,0,False
2019-12-15,25,False
2019-12-22,56,False
2019-12-29,58,False
2020-01-05,26,False
2020-01-12,23,False
2020-01-19,24,False
2020-01-26,45,False
2020-02-02,22,False
2020-02-09,46,False
2020-02-16,0,False
2020-02-23,43,False
2020-03-01,21,False
2020-03-08,0,False
2020-03-15,41,False
2020-03-22,0,False
2020-03-29,20,False
2020-04-05,21,False
2020-04-12,21,False
2020-04-19,41,False
2020-04-26,69,True
