date,fotografi,isPartial
2018-01-07,32,False
2018-01-14,31,False
2018-01-21,32,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,60,False
2018-02-18,59,False
2018-02-25,30,False
2018-03-04,46,False
2018-03-11,48,False
2018-03-18,47,False
2018-03-25,33,False
2018-04-01,35,False
2018-04-08,0,False
2018-04-15,64,False
2018-04-22,0,False
2018-04-29,34,False
2018-05-06,96,False
2018-05-13,0,False
2018-05-20,33,False
2018-05-27,0,False
2018-06-03,34,False
2018-06-10,46,False
2018-06-17,0,False
2018-06-24,31,False
2018-07-01,66,False
2018-07-08,46,False
2018-07-15,31,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,27,False
2018-08-12,23,False
2018-08-19,34,False
2018-08-26,53,False
2018-09-02,32,False
2018-09-09,67,False
2018-09-16,34,False
2018-09-23,33,False
2018-09-30,32,False
2018-10-07,0,False
2018-10-14,66,False
2018-10-21,97,False
2018-10-28,32,False
2018-11-04,32,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,49,False
2018-12-02,35,False
2018-12-09,0,False
2018-12-16,35,False
2018-12-23,36,False
2018-12-30,33,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,46,False
2019-01-27,31,False
2019-02-03,31,False
2019-02-10,32,False
2019-02-17,33,False
2019-02-24,32,False
2019-03-03,69,False
2019-03-10,0,False
2019-03-17,0,False
2019-03-24,66,False
2019-03-31,65,False
2019-04-07,33,False
2019-04-14,35,False
2019-04-21,0,False
2019-04-28,33,False
2019-05-05,33,False
2019-05-12,0,False
2019-05-19,0,False
2019-05-26,31,False
2019-06-02,0,False
2019-06-09,35,False
2019-06-16,0,False
2019-06-23,33,False
2019-06-30,34,False
2019-07-07,0,False
2019-07-14,31,False
2019-07-21,32,False
2019-07-28,30,False
2019-08-04,27,False
2019-08-11,27,False
2019-08-18,26,False
2019-08-25,26,False
2019-09-01,29,False
2019-09-08,100,False
2019-09-15,33,False
2019-09-22,0,False
2019-09-29,34,False
2019-10-06,0,False
2019-10-13,34,False
2019-10-20,33,False
2019-10-27,34,False
2019-11-03,32,False
2019-11-10,0,False
2019-11-17,68,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,34,False
2019-12-15,34,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,0,False
2020-01-19,0,False
2020-01-26,0,False
2020-02-02,0,False
2020-02-09,31,False
2020-02-16,0,False
2020-02-23,56,False
2020-03-01,28,False
2020-03-08,0,False
2020-03-15,25,False
2020-03-22,22,False
2020-03-29,24,False
2020-04-05,0,False
2020-04-12,26,False
2020-04-19,24,False
2020-04-26,0,True
