date,Déchèterie,isPartial
2018-01-07,50,False
2018-01-14,25,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,25,False
2018-02-11,0,False
2018-02-18,39,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,26,False
2018-03-18,26,False
2018-03-25,27,False
2018-04-01,27,False
2018-04-08,0,False
2018-04-15,29,False
2018-04-22,55,False
2018-04-29,47,False
2018-05-06,28,False
2018-05-13,27,False
2018-05-20,28,False
2018-05-27,0,False
2018-06-03,27,False
2018-06-10,26,False
2018-06-17,27,False
2018-06-24,41,False
2018-07-01,26,False
2018-07-08,28,False
2018-07-15,30,False
2018-07-22,0,False
2018-07-29,44,False
2018-08-05,41,False
2018-08-12,53,False
2018-08-19,60,False
2018-08-26,0,False
2018-09-02,28,False
2018-09-09,28,False
2018-09-16,27,False
2018-09-23,28,False
2018-09-30,0,False
2018-10-07,70,False
2018-10-14,29,False
2018-10-21,28,False
2018-10-28,0,False
2018-11-04,26,False
2018-11-11,0,False
2018-11-18,53,False
2018-11-25,26,False
2018-12-02,0,False
2018-12-09,27,False
2018-12-16,27,False
2018-12-23,29,False
2018-12-30,57,False
2019-01-06,26,False
2019-01-13,26,False
2019-01-20,25,False
2019-01-27,0,False
2019-02-03,27,False
2019-02-10,28,False
2019-02-17,42,False
2019-02-24,27,False
2019-03-03,0,False
2019-03-10,26,False
2019-03-17,28,False
2019-03-24,41,False
2019-03-31,27,False
2019-04-07,0,False
2019-04-14,47,False
2019-04-21,26,False
2019-04-28,25,False
2019-05-05,25,False
2019-05-12,45,False
2019-05-19,26,False
2019-05-26,53,False
2019-06-02,25,False
2019-06-09,0,False
2019-06-16,27,False
2019-06-23,26,False
2019-06-30,26,False
2019-07-07,27,False
2019-07-14,28,False
2019-07-21,0,False
2019-07-28,44,False
2019-08-04,50,False
2019-08-11,30,False
2019-08-18,29,False
2019-08-25,39,False
2019-09-01,43,False
2019-09-08,0,False
2019-09-15,38,False
2019-09-22,0,False
2019-09-29,24,False
2019-10-06,24,False
2019-10-13,24,False
2019-10-20,37,False
2019-10-27,36,False
2019-11-03,70,False
2019-11-10,47,False
2019-11-17,35,False
2019-11-24,45,False
2019-12-01,23,False
2019-12-08,35,False
2019-12-15,0,False
2019-12-22,25,False
2019-12-29,25,False
2020-01-05,34,False
2020-01-12,22,False
2020-01-19,35,False
2020-01-26,34,False
2020-02-02,0,False
2020-02-09,22,False
2020-02-16,23,False
2020-02-23,22,False
2020-03-01,22,False
2020-03-08,21,False
2020-03-15,33,False
2020-03-22,19,False
2020-03-29,0,False
2020-04-05,19,False
2020-04-12,0,False
2020-04-19,26,False
2020-04-26,48,False
2020-05-03,100,False
2020-05-10,79,False
2020-05-17,61,True
