date,Déchèterie,isPartial
2018-01-07,49,False
2018-01-14,31,False
2018-01-21,18,False
2018-01-28,18,False
2018-02-04,0,False
2018-02-11,30,False
2018-02-18,0,False
2018-02-25,25,False
2018-03-04,19,False
2018-03-11,19,False
2018-03-18,0,False
2018-03-25,0,False
2018-04-01,19,False
2018-04-08,37,False
2018-04-15,33,False
2018-04-22,47,False
2018-04-29,30,False
2018-05-06,67,False
2018-05-13,19,False
2018-05-20,29,False
2018-05-27,28,False
2018-06-03,37,False
2018-06-10,18,False
2018-06-17,19,False
2018-06-24,19,False
2018-07-01,36,False
2018-07-08,0,False
2018-07-15,31,False
2018-07-22,31,False
2018-07-29,62,False
2018-08-05,28,False
2018-08-12,55,False
2018-08-19,28,False
2018-08-26,19,False
2018-09-02,33,False
2018-09-09,39,False
2018-09-16,19,False
2018-09-23,19,False
2018-09-30,68,False
2018-10-07,32,False
2018-10-14,20,False
2018-10-21,20,False
2018-10-28,19,False
2018-11-04,28,False
2018-11-11,31,False
2018-11-18,19,False
2018-11-25,0,False
2018-12-02,19,False
2018-12-09,29,False
2018-12-16,26,False
2018-12-23,34,False
2018-12-30,20,False
2019-01-06,0,False
2019-01-13,18,False
2019-01-20,18,False
2019-01-27,0,False
2019-02-03,37,False
2019-02-10,29,False
2019-02-17,33,False
2019-02-24,19,False
2019-03-03,18,False
2019-03-10,19,False
2019-03-17,19,False
2019-03-24,29,False
2019-03-31,19,False
2019-04-07,40,False
2019-04-14,30,False
2019-04-21,18,False
2019-04-28,18,False
2019-05-05,18,False
2019-05-12,19,False
2019-05-19,37,False
2019-05-26,37,False
2019-06-02,34,False
2019-06-09,27,False
2019-06-16,25,False
2019-06-23,46,False
2019-06-30,36,False
2019-07-07,37,False
2019-07-14,20,False
2019-07-21,39,False
2019-07-28,41,False
2019-08-04,48,False
2019-08-11,60,False
2019-08-18,20,False
2019-08-25,28,False
2019-09-01,18,False
2019-09-08,18,False
2019-09-15,18,False
2019-09-22,17,False
2019-09-29,17,False
2019-10-06,17,False
2019-10-13,17,False
2019-10-20,17,False
2019-10-27,16,False
2019-11-03,22,False
2019-11-10,33,False
2019-11-17,0,False
2019-11-24,21,False
2019-12-01,33,False
2019-12-08,16,False
2019-12-15,17,False
2019-12-22,23,False
2019-12-29,51,False
2020-01-05,16,False
2020-01-12,16,False
2020-01-19,16,False
2020-01-26,47,False
2020-02-02,24,False
2020-02-09,24,False
2020-02-16,33,False
2020-02-23,16,False
2020-03-01,15,False
2020-03-08,15,False
2020-03-15,31,False
2020-03-22,0,False
2020-03-29,21,False
2020-04-05,64,False
2020-04-12,18,False
2020-04-19,47,False
2020-04-26,48,False
2020-05-03,49,False
2020-05-10,70,False
2020-05-17,100,True
