date,Déchèterie,isPartial
2018-01-07,17,False
2018-01-14,11,False
2018-01-21,14,False
2018-01-28,8,False
2018-02-04,8,False
2018-02-11,20,False
2018-02-18,26,False
2018-02-25,0,False
2018-03-04,9,False
2018-03-11,17,False
2018-03-18,9,False
2018-03-25,13,False
2018-04-01,9,False
2018-04-08,14,False
2018-04-15,15,False
2018-04-22,20,False
2018-04-29,18,False
2018-05-06,36,False
2018-05-13,12,False
2018-05-20,21,False
2018-05-27,12,False
2018-06-03,23,False
2018-06-10,21,False
2018-06-17,22,False
2018-06-24,9,False
2018-07-01,20,False
2018-07-08,18,False
2018-07-15,21,False
2018-07-22,27,False
2018-07-29,13,False
2018-08-05,23,False
2018-08-12,8,False
2018-08-19,14,False
2018-08-26,17,False
2018-09-02,9,False
2018-09-09,44,False
2018-09-16,9,False
2018-09-23,13,False
2018-09-30,9,False
2018-10-07,22,False
2018-10-14,14,False
2018-10-21,18,False
2018-10-28,17,False
2018-11-04,8,False
2018-11-11,13,False
2018-11-18,9,False
2018-11-25,9,False
2018-12-02,9,False
2018-12-09,13,False
2018-12-16,9,False
2018-12-23,19,False
2018-12-30,25,False
2019-01-06,17,False
2019-01-13,9,False
2019-01-20,21,False
2019-01-27,17,False
2019-02-03,13,False
2019-02-10,18,False
2019-02-17,18,False
2019-02-24,14,False
2019-03-03,12,False
2019-03-10,17,False
2019-03-17,9,False
2019-03-24,30,False
2019-03-31,9,False
2019-04-07,18,False
2019-04-14,30,False
2019-04-21,14,False
2019-04-28,19,False
2019-05-05,22,False
2019-05-12,17,False
2019-05-19,9,False
2019-05-26,13,False
2019-06-02,12,False
2019-06-09,19,False
2019-06-16,21,False
2019-06-23,17,False
2019-06-30,13,False
2019-07-07,11,False
2019-07-14,14,False
2019-07-21,17,False
2019-07-28,19,False
2019-08-04,32,False
2019-08-11,23,False
2019-08-18,8,False
2019-08-25,13,False
2019-09-01,27,False
2019-09-08,8,False
2019-09-15,20,False
2019-09-22,23,False
2019-09-29,10,False
2019-10-06,18,False
2019-10-13,10,False
2019-10-20,18,False
2019-10-27,29,False
2019-11-03,10,False
2019-11-10,15,False
2019-11-17,23,False
2019-11-24,10,False
2019-12-01,20,False
2019-12-08,11,False
2019-12-15,7,False
2019-12-22,8,False
2019-12-29,39,False
2020-01-05,19,False
2020-01-12,14,False
2020-01-19,7,False
2020-01-26,21,False
2020-02-02,15,False
2020-02-09,17,False
2020-02-16,14,False
2020-02-23,14,False
2020-03-01,21,False
2020-03-08,9,False
2020-03-15,18,False
2020-03-22,18,False
2020-03-29,6,False
2020-04-05,8,False
2020-04-12,18,False
2020-04-19,46,False
2020-04-26,65,False
2020-05-03,61,False
2020-05-10,100,False
2020-05-17,39,True
