date,Déchèterie,isPartial
2018-01-07,100,False
2018-01-14,16,False
2018-01-21,17,False
2018-01-28,17,False
2018-02-04,17,False
2018-02-11,17,False
2018-02-18,44,False
2018-02-25,33,False
2018-03-04,33,False
2018-03-11,34,False
2018-03-18,34,False
2018-03-25,17,False
2018-04-01,35,False
2018-04-08,52,False
2018-04-15,31,False
2018-04-22,28,False
2018-04-29,40,False
2018-05-06,61,False
2018-05-13,28,False
2018-05-20,25,False
2018-05-27,16,False
2018-06-03,16,False
2018-06-10,31,False
2018-06-17,25,False
2018-06-24,33,False
2018-07-01,32,False
2018-07-08,27,False
2018-07-15,24,False
2018-07-22,71,False
2018-07-29,24,False
2018-08-05,25,False
2018-08-12,31,False
2018-08-19,32,False
2018-08-26,43,False
2018-09-02,82,False
2018-09-09,44,False
2018-09-16,39,False
2018-09-23,42,False
2018-09-30,17,False
2018-10-07,26,False
2018-10-14,29,False
2018-10-21,0,False
2018-10-28,17,False
2018-11-04,24,False
2018-11-11,17,False
2018-11-18,16,False
2018-11-25,17,False
2018-12-02,17,False
2018-12-09,22,False
2018-12-16,17,False
2018-12-23,77,False
2018-12-30,36,False
2019-01-06,17,False
2019-01-13,17,False
2019-01-20,32,False
2019-01-27,16,False
2019-02-03,25,False
2019-02-10,27,False
2019-02-17,27,False
2019-02-24,19,False
2019-03-03,34,False
2019-03-10,34,False
2019-03-17,35,False
2019-03-24,28,False
2019-03-31,15,False
2019-04-07,22,False
2019-04-14,30,False
2019-04-21,37,False
2019-04-28,42,False
2019-05-05,19,False
2019-05-12,21,False
2019-05-19,21,False
2019-05-26,35,False
2019-06-02,26,False
2019-06-09,40,False
2019-06-16,28,False
2019-06-23,35,False
2019-06-30,22,False
2019-07-07,26,False
2019-07-14,53,False
2019-07-21,50,False
2019-07-28,19,False
2019-08-04,33,False
2019-08-11,32,False
2019-08-18,38,False
2019-08-25,27,False
2019-09-01,41,False
2019-09-08,18,False
2019-09-15,39,False
2019-09-22,21,False
2019-09-29,17,False
2019-10-06,21,False
2019-10-13,0,False
2019-10-20,32,False
2019-10-27,40,False
2019-11-03,19,False
2019-11-10,19,False
2019-11-17,32,False
2019-11-24,20,False
2019-12-01,23,False
2019-12-08,0,False
2019-12-15,60,False
2019-12-22,20,False
2019-12-29,28,False
2020-01-05,26,False
2020-01-12,12,False
2020-01-19,43,False
2020-01-26,19,False
2020-02-02,43,False
2020-02-09,13,False
2020-02-16,32,False
2020-02-23,34,False
2020-03-01,19,False
2020-03-08,29,False
2020-03-15,63,False
2020-03-22,23,False
2020-03-29,23,False
2020-04-05,28,False
2020-04-12,19,False
2020-04-19,60,False
2020-04-26,32,False
2020-05-03,67,False
2020-05-10,95,False
2020-05-17,53,True
