date,Bad renovieren,isPartial
2018-01-07,26,False
2018-01-14,38,False
2018-01-21,25,False
2018-01-28,38,False
2018-02-04,26,False
2018-02-11,26,False
2018-02-18,26,False
2018-02-25,25,False
2018-03-04,0,False
2018-03-11,25,False
2018-03-18,53,False
2018-03-25,27,False
2018-04-01,26,False
2018-04-08,26,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,54,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,37,False
2018-06-03,26,False
2018-06-10,0,False
2018-06-17,51,False
2018-06-24,26,False
2018-07-01,0,False
2018-07-08,27,False
2018-07-15,0,False
2018-07-22,54,False
2018-07-29,26,False
2018-08-05,24,False
2018-08-12,24,False
2018-08-19,24,False
2018-08-26,25,False
2018-09-02,25,False
2018-09-09,25,False
2018-09-16,25,False
2018-09-23,25,False
2018-09-30,26,False
2018-10-07,27,False
2018-10-14,76,False
2018-10-21,25,False
2018-10-28,0,False
2018-11-04,24,False
2018-11-11,0,False
2018-11-18,24,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,28,False
2018-12-30,39,False
2019-01-06,23,False
2019-01-13,23,False
2019-01-20,24,False
2019-01-27,36,False
2019-02-03,48,False
2019-02-10,73,False
2019-02-17,24,False
2019-02-24,100,False
2019-03-03,36,False
2019-03-10,24,False
2019-03-17,24,False
2019-03-24,0,False
2019-03-31,25,False
2019-04-07,26,False
2019-04-14,27,False
2019-04-21,51,False
2019-04-28,24,False
2019-05-05,0,False
2019-05-12,24,False
2019-05-19,24,False
2019-05-26,0,False
2019-06-02,23,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,24,False
2019-06-30,24,False
2019-07-07,49,False
2019-07-14,52,False
2019-07-21,0,False
2019-07-28,76,False
2019-08-04,25,False
2019-08-11,23,False
2019-08-18,24,False
2019-08-25,23,False
2019-09-01,0,False
2019-09-08,23,False
2019-09-15,23,False
2019-09-22,23,False
2019-09-29,31,False
2019-10-06,0,False
2019-10-13,23,False
2019-10-20,23,False
2019-10-27,34,False
2019-11-03,29,False
2019-11-10,44,False
2019-11-17,37,False
2019-11-24,22,False
2019-12-01,22,False
2019-12-08,44,False
2019-12-15,22,False
2019-12-22,0,False
2019-12-29,23,False
2020-01-05,21,False
2020-01-12,41,False
2020-01-19,21,False
2020-01-26,21,False
2020-02-02,28,False
2020-02-09,21,False
2020-02-16,32,False
2020-02-23,21,False
2020-03-01,0,False
2020-03-08,20,False
2020-03-15,20,False
2020-03-22,0,False
2020-03-29,19,False
2020-04-05,22,False
2020-04-12,20,False
2020-04-19,20,False
2020-04-26,19,False
2020-05-03,20,False
2020-05-10,38,False
