date,Bad renovieren,isPartial
2018-01-07,21,False
2018-01-14,61,False
2018-01-21,0,False
2018-01-28,40,False
2018-02-04,53,False
2018-02-11,0,False
2018-02-18,52,False
2018-02-25,41,False
2018-03-04,21,False
2018-03-11,41,False
2018-03-18,21,False
2018-03-25,33,False
2018-04-01,22,False
2018-04-08,41,False
2018-04-15,64,False
2018-04-22,30,False
2018-04-29,0,False
2018-05-06,64,False
2018-05-13,41,False
2018-05-20,33,False
2018-05-27,20,False
2018-06-03,20,False
2018-06-10,0,False
2018-06-17,40,False
2018-06-24,21,False
2018-07-01,40,False
2018-07-08,40,False
2018-07-15,42,False
2018-07-22,21,False
2018-07-29,22,False
2018-08-05,22,False
2018-08-12,32,False
2018-08-19,21,False
2018-08-26,31,False
2018-09-02,41,False
2018-09-09,63,False
2018-09-16,0,False
2018-09-23,42,False
2018-09-30,32,False
2018-10-07,21,False
2018-10-14,21,False
2018-10-21,31,False
2018-10-28,20,False
2018-11-04,20,False
2018-11-11,30,False
2018-11-18,20,False
2018-11-25,59,False
2018-12-02,20,False
2018-12-09,50,False
2018-12-16,20,False
2018-12-23,0,False
2018-12-30,64,False
2019-01-06,29,False
2019-01-13,19,False
2019-01-20,0,False
2019-01-27,75,False
2019-02-03,29,False
2019-02-10,78,False
2019-02-17,58,False
2019-02-24,20,False
2019-03-03,39,False
2019-03-10,19,False
2019-03-17,60,False
2019-03-24,20,False
2019-03-31,19,False
2019-04-07,20,False
2019-04-14,43,False
2019-04-21,0,False
2019-04-28,20,False
2019-05-05,38,False
2019-05-12,20,False
2019-05-19,19,False
2019-05-26,20,False
2019-06-02,78,False
2019-06-09,20,False
2019-06-16,0,False
2019-06-23,20,False
2019-06-30,0,False
2019-07-07,19,False
2019-07-14,21,False
2019-07-21,22,False
2019-07-28,21,False
2019-08-04,43,False
2019-08-11,52,False
2019-08-18,41,False
2019-08-25,0,False
2019-09-01,19,False
2019-09-08,30,False
2019-09-15,20,False
2019-09-22,48,False
2019-09-29,19,False
2019-10-06,57,False
2019-10-13,19,False
2019-10-20,48,False
2019-10-27,0,False
2019-11-03,0,False
2019-11-10,46,False
2019-11-17,36,False
2019-11-24,26,False
2019-12-01,18,False
2019-12-08,18,False
2019-12-15,18,False
2019-12-22,21,False
2019-12-29,100,False
2020-01-05,18,False
2020-01-12,33,False
2020-01-19,26,False
2020-01-26,69,False
2020-02-02,34,False
2020-02-09,17,False
2020-02-16,70,False
2020-02-23,16,False
2020-03-01,17,False
2020-03-08,47,False
2020-03-15,16,False
2020-03-22,31,False
2020-03-29,31,False
2020-04-05,17,False
2020-04-12,32,False
2020-04-19,0,False
2020-04-26,47,False
2020-05-03,16,False
2020-05-10,24,False
