date,embalajes,isPartial
2018-01-07,36,False
2018-01-14,29,False
2018-01-21,22,False
2018-01-28,22,False
2018-02-04,43,False
2018-02-11,53,False
2018-02-18,29,False
2018-02-25,52,False
2018-03-04,54,False
2018-03-11,36,False
2018-03-18,29,False
2018-03-25,44,False
2018-04-01,22,False
2018-04-08,31,False
2018-04-15,63,False
2018-04-22,34,False
2018-04-29,31,False
2018-05-06,63,False
2018-05-13,22,False
2018-05-20,21,False
2018-05-27,31,False
2018-06-03,51,False
2018-06-10,61,False
2018-06-17,45,False
2018-06-24,57,False
2018-07-01,42,False
2018-07-08,83,False
2018-07-15,32,False
2018-07-22,21,False
2018-07-29,63,False
2018-08-05,20,False
2018-08-12,21,False
2018-08-19,44,False
2018-08-26,32,False
2018-09-02,30,False
2018-09-09,40,False
2018-09-16,20,False
2018-09-23,20,False
2018-09-30,21,False
2018-10-07,22,False
2018-10-14,60,False
2018-10-21,21,False
2018-10-28,22,False
2018-11-04,0,False
2018-11-11,20,False
2018-11-18,26,False
2018-11-25,33,False
2018-12-02,34,False
2018-12-09,43,False
2018-12-16,22,False
2018-12-23,25,False
2018-12-30,74,False
2019-01-06,43,False
2019-01-13,21,False
2019-01-20,50,False
2019-01-27,21,False
2019-02-03,74,False
2019-02-10,32,False
2019-02-17,43,False
2019-02-24,52,False
2019-03-03,32,False
2019-03-10,65,False
2019-03-17,100,False
2019-03-24,28,False
2019-03-31,30,False
2019-04-07,35,False
2019-04-14,29,False
2019-04-21,43,False
2019-04-28,20,False
2019-05-05,34,False
2019-05-12,51,False
2019-05-19,20,False
2019-05-26,49,False
2019-06-02,39,False
2019-06-09,30,False
2019-06-16,31,False
2019-06-23,21,False
2019-06-30,41,False
2019-07-07,19,False
2019-07-14,0,False
2019-07-21,21,False
2019-07-28,20,False
2019-08-04,20,False
2019-08-11,20,False
2019-08-18,30,False
2019-08-25,26,False
2019-09-01,19,False
2019-09-08,18,False
2019-09-15,38,False
2019-09-22,19,False
2019-09-29,48,False
2019-10-06,26,False
2019-10-13,32,False
2019-10-20,28,False
2019-10-27,26,False
2019-11-03,37,False
2019-11-10,37,False
2019-11-17,44,False
2019-11-24,36,False
2019-12-01,25,False
2019-12-08,30,False
2019-12-15,38,False
2019-12-22,31,False
2019-12-29,31,False
2020-01-05,95,False
2020-01-12,35,False
2020-01-19,25,False
2020-01-26,42,False
2020-02-02,27,False
2020-02-09,36,False
2020-02-16,18,False
2020-02-23,52,False
2020-03-01,29,False
2020-03-08,34,False
2020-03-15,17,False
2020-03-22,22,False
2020-03-29,20,False
2020-04-05,24,False
2020-04-12,0,False
2020-04-19,30,False
2020-04-26,21,False
2020-05-03,40,False
2020-05-10,15,False
2020-05-17,19,True
