date,embalajes,isPartial
2018-01-07,0,False
2018-01-14,31,False
2018-01-21,92,False
2018-01-28,31,False
2018-02-04,30,False
2018-02-11,0,False
2018-02-18,47,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,29,False
2018-03-18,30,False
2018-03-25,32,False
2018-04-01,0,False
2018-04-08,29,False
2018-04-15,31,False
2018-04-22,31,False
2018-04-29,0,False
2018-05-06,31,False
2018-05-13,32,False
2018-05-20,47,False
2018-05-27,61,False
2018-06-03,30,False
2018-06-10,59,False
2018-06-17,33,False
2018-06-24,100,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,34,False
2018-07-22,33,False
2018-07-29,0,False
2018-08-05,32,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,62,False
2018-09-02,0,False
2018-09-09,63,False
2018-09-16,31,False
2018-09-23,31,False
2018-09-30,94,False
2018-10-07,0,False
2018-10-14,30,False
2018-10-21,31,False
2018-10-28,46,False
2018-11-04,0,False
2018-11-11,30,False
2018-11-18,29,False
2018-11-25,30,False
2018-12-02,32,False
2018-12-09,31,False
2018-12-16,31,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,30,False
2019-01-13,29,False
2019-01-20,28,False
2019-01-27,0,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,30,False
2019-02-24,45,False
2019-03-03,0,False
2019-03-10,31,False
2019-03-17,31,False
2019-03-24,31,False
2019-03-31,0,False
2019-04-07,46,False
2019-04-14,0,False
2019-04-21,43,False
2019-04-28,29,False
2019-05-05,30,False
2019-05-12,45,False
2019-05-19,45,False
2019-05-26,30,False
2019-06-02,29,False
2019-06-09,30,False
2019-06-16,31,False
2019-06-23,31,False
2019-06-30,0,False
2019-07-07,31,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,58,False
2019-09-01,0,False
2019-09-08,28,False
2019-09-15,28,False
2019-09-22,28,False
2019-09-29,28,False
2019-10-06,0,False
2019-10-13,27,False
2019-10-20,27,False
2019-10-27,27,False
2019-11-03,26,False
2019-11-10,0,False
2019-11-17,40,False
2019-11-24,25,False
2019-12-01,27,False
2019-12-08,36,False
2019-12-15,36,False
2019-12-22,28,False
2019-12-29,28,False
2020-01-05,27,False
2020-01-12,24,False
2020-01-19,24,False
2020-01-26,25,False
2020-02-02,38,False
2020-02-09,38,False
2020-02-16,0,False
2020-02-23,49,False
2020-03-01,36,False
2020-03-08,23,False
2020-03-15,21,False
2020-03-22,30,False
2020-03-29,20,False
2020-04-05,0,False
2020-04-12,39,False
2020-04-19,39,False
2020-04-26,20,False
2020-05-03,20,False
2020-05-10,19,False
2020-05-17,36,True
