date,embalajes,isPartial
2018-01-07,64,False
2018-01-14,42,False
2018-01-21,37,False
2018-01-28,56,False
2018-02-04,49,False
2018-02-11,64,False
2018-02-18,50,False
2018-02-25,31,False
2018-03-04,69,False
2018-03-11,54,False
2018-03-18,33,False
2018-03-25,40,False
2018-04-01,72,False
2018-04-08,23,False
2018-04-15,25,False
2018-04-22,40,False
2018-04-29,25,False
2018-05-06,24,False
2018-05-13,58,False
2018-05-20,66,False
2018-05-27,25,False
2018-06-03,32,False
2018-06-10,39,False
2018-06-17,26,False
2018-06-24,38,False
2018-07-01,25,False
2018-07-08,25,False
2018-07-15,26,False
2018-07-22,25,False
2018-07-29,33,False
2018-08-05,36,False
2018-08-12,33,False
2018-08-19,25,False
2018-08-26,24,False
2018-09-02,24,False
2018-09-09,35,False
2018-09-16,25,False
2018-09-23,24,False
2018-09-30,24,False
2018-10-07,73,False
2018-10-14,46,False
2018-10-21,48,False
2018-10-28,49,False
2018-11-04,47,False
2018-11-11,48,False
2018-11-18,34,False
2018-11-25,40,False
2018-12-02,26,False
2018-12-09,26,False
2018-12-16,25,False
2018-12-23,29,False
2018-12-30,0,False
2019-01-06,75,False
2019-01-13,47,False
2019-01-20,45,False
2019-01-27,53,False
2019-02-03,49,False
2019-02-10,32,False
2019-02-17,48,False
2019-02-24,26,False
2019-03-03,49,False
2019-03-10,42,False
2019-03-17,65,False
2019-03-24,65,False
2019-03-31,23,False
2019-04-07,32,False
2019-04-14,47,False
2019-04-21,45,False
2019-04-28,48,False
2019-05-05,100,False
2019-05-12,49,False
2019-05-19,48,False
2019-05-26,23,False
2019-06-02,47,False
2019-06-09,59,False
2019-06-16,74,False
2019-06-23,48,False
2019-06-30,37,False
2019-07-07,24,False
2019-07-14,0,False
2019-07-21,48,False
2019-07-28,37,False
2019-08-04,24,False
2019-08-11,24,False
2019-08-18,47,False
2019-08-25,30,False
2019-09-01,0,False
2019-09-08,22,False
2019-09-15,30,False
2019-09-22,45,False
2019-09-29,30,False
2019-10-06,45,False
2019-10-13,30,False
2019-10-20,33,False
2019-10-27,51,False
2019-11-03,29,False
2019-11-10,22,False
2019-11-17,35,False
2019-11-24,42,False
2019-12-01,45,False
2019-12-08,23,False
2019-12-15,32,False
2019-12-22,24,False
2019-12-29,24,False
2020-01-05,45,False
2020-01-12,20,False
2020-01-19,77,False
2020-01-26,35,False
2020-02-02,28,False
2020-02-09,43,False
2020-02-16,62,False
2020-02-23,52,False
2020-03-01,27,False
2020-03-08,49,False
2020-03-15,18,False
2020-03-22,18,False
2020-03-29,35,False
2020-04-05,19,False
2020-04-12,35,False
2020-04-19,26,False
2020-04-26,48,False
2020-05-03,23,False
2020-05-10,74,False
2020-05-17,36,True
