date,capelli ricci,isPartial
2018-01-07,41,False
2018-01-14,40,False
2018-01-21,20,False
2018-01-28,20,False
2018-02-04,19,False
2018-02-11,0,False
2018-02-18,57,False
2018-02-25,27,False
2018-03-04,76,False
2018-03-11,48,False
2018-03-18,39,False
2018-03-25,20,False
2018-04-01,21,False
2018-04-08,39,False
2018-04-15,40,False
2018-04-22,42,False
2018-04-29,19,False
2018-05-06,0,False
2018-05-13,29,False
2018-05-20,30,False
2018-05-27,30,False
2018-06-03,50,False
2018-06-10,47,False
2018-06-17,60,False
2018-06-24,20,False
2018-07-01,20,False
2018-07-08,20,False
2018-07-15,21,False
2018-07-22,21,False
2018-07-29,61,False
2018-08-05,82,False
2018-08-12,41,False
2018-08-19,30,False
2018-08-26,39,False
2018-09-02,49,False
2018-09-09,20,False
2018-09-16,38,False
2018-09-23,19,False
2018-09-30,0,False
2018-10-07,60,False
2018-10-14,70,False
2018-10-21,20,False
2018-10-28,19,False
2018-11-04,58,False
2018-11-11,41,False
2018-11-18,58,False
2018-11-25,20,False
2018-12-02,40,False
2018-12-09,30,False
2018-12-16,31,False
2018-12-23,23,False
2018-12-30,52,False
2019-01-06,20,False
2019-01-13,38,False
2019-01-20,18,False
2019-01-27,37,False
2019-02-03,37,False
2019-02-10,19,False
2019-02-17,59,False
2019-02-24,20,False
2019-03-03,0,False
2019-03-10,19,False
2019-03-17,49,False
2019-03-24,30,False
2019-03-31,0,False
2019-04-07,0,False
2019-04-14,30,False
2019-04-21,19,False
2019-04-28,38,False
2019-05-05,19,False
2019-05-12,36,False
2019-05-19,46,False
2019-05-26,34,False
2019-06-02,39,False
2019-06-09,20,False
2019-06-16,40,False
2019-06-23,100,False
2019-06-30,31,False
2019-07-07,20,False
2019-07-14,20,False
2019-07-21,21,False
2019-07-28,21,False
2019-08-04,31,False
2019-08-11,21,False
2019-08-18,19,False
2019-08-25,55,False
2019-09-01,36,False
2019-09-08,19,False
2019-09-15,18,False
2019-09-22,53,False
2019-09-29,0,False
2019-10-06,18,False
2019-10-13,18,False
2019-10-20,18,False
2019-10-27,17,False
2019-11-03,17,False
2019-11-10,26,False
2019-11-17,35,False
2019-11-24,44,False
2019-12-01,18,False
2019-12-08,18,False
2019-12-15,27,False
2019-12-22,41,False
2019-12-29,19,False
2020-01-05,17,False
2020-01-12,32,False
2020-01-19,17,False
2020-01-26,41,False
2020-02-02,81,False
2020-02-09,34,False
2020-02-16,33,False
2020-02-23,23,False
2020-03-01,38,False
2020-03-08,43,False
2020-03-15,14,False
2020-03-22,32,False
2020-03-29,20,False
2020-04-05,44,False
2020-04-12,51,False
2020-04-19,62,False
2020-04-26,36,True
