date,capelli ricci,isPartial
2018-01-07,75,False
2018-01-14,28,False
2018-01-21,55,False
2018-01-28,18,False
2018-02-04,73,False
2018-02-11,46,False
2018-02-18,72,False
2018-02-25,36,False
2018-03-04,18,False
2018-03-11,36,False
2018-03-18,18,False
2018-03-25,56,False
2018-04-01,20,False
2018-04-08,72,False
2018-04-15,19,False
2018-04-22,57,False
2018-04-29,52,False
2018-05-06,18,False
2018-05-13,54,False
2018-05-20,35,False
2018-05-27,27,False
2018-06-03,34,False
2018-06-10,32,False
2018-06-17,41,False
2018-06-24,77,False
2018-07-01,73,False
2018-07-08,29,False
2018-07-15,29,False
2018-07-22,36,False
2018-07-29,36,False
2018-08-05,47,False
2018-08-12,28,False
2018-08-19,49,False
2018-08-26,75,False
2018-09-02,100,False
2018-09-09,43,False
2018-09-16,28,False
2018-09-23,39,False
2018-09-30,16,False
2018-10-07,70,False
2018-10-14,53,False
2018-10-21,47,False
2018-10-28,36,False
2018-11-04,45,False
2018-11-11,38,False
2018-11-18,45,False
2018-11-25,46,False
2018-12-02,38,False
2018-12-09,47,False
2018-12-16,59,False
2018-12-23,65,False
2018-12-30,72,False
2019-01-06,66,False
2019-01-13,28,False
2019-01-20,35,False
2019-01-27,44,False
2019-02-03,55,False
2019-02-10,28,False
2019-02-17,38,False
2019-02-24,18,False
2019-03-03,39,False
2019-03-10,56,False
2019-03-17,38,False
2019-03-24,47,False
2019-03-31,74,False
2019-04-07,18,False
2019-04-14,46,False
2019-04-21,76,False
2019-04-28,36,False
2019-05-05,18,False
2019-05-12,26,False
2019-05-19,52,False
2019-05-26,50,False
2019-06-02,18,False
2019-06-09,34,False
2019-06-16,25,False
2019-06-23,41,False
2019-06-30,17,False
2019-07-07,16,False
2019-07-14,38,False
2019-07-21,47,False
2019-07-28,15,False
2019-08-04,59,False
2019-08-11,35,False
2019-08-18,13,False
2019-08-25,40,False
2019-09-01,41,False
2019-09-08,37,False
2019-09-15,46,False
2019-09-22,39,False
2019-09-29,32,False
2019-10-06,32,False
2019-10-13,33,False
2019-10-20,24,False
2019-10-27,50,False
2019-11-03,16,False
2019-11-10,16,False
2019-11-17,48,False
2019-11-24,15,False
2019-12-01,39,False
2019-12-08,50,False
2019-12-15,24,False
2019-12-22,73,False
2019-12-29,0,False
2020-01-05,54,False
2020-01-12,44,False
2020-01-19,44,False
2020-01-26,66,False
2020-02-02,22,False
2020-02-09,59,False
2020-02-16,37,False
2020-02-23,51,False
2020-03-01,48,False
2020-03-08,13,False
2020-03-15,13,False
2020-03-22,31,False
2020-03-29,19,False
2020-04-05,41,False
2020-04-12,61,False
2020-04-19,44,False
2020-04-26,45,True
