date,capelli ricci,isPartial
2018-01-07,31,False
2018-01-14,21,False
2018-01-21,21,False
2018-01-28,40,False
2018-02-04,41,False
2018-02-11,31,False
2018-02-18,30,False
2018-02-25,19,False
2018-03-04,0,False
2018-03-11,59,False
2018-03-18,62,False
2018-03-25,62,False
2018-04-01,66,False
2018-04-08,31,False
2018-04-15,43,False
2018-04-22,64,False
2018-04-29,41,False
2018-05-06,0,False
2018-05-13,40,False
2018-05-20,30,False
2018-05-27,41,False
2018-06-03,40,False
2018-06-10,49,False
2018-06-17,31,False
2018-06-24,40,False
2018-07-01,39,False
2018-07-08,20,False
2018-07-15,100,False
2018-07-22,31,False
2018-07-29,41,False
2018-08-05,21,False
2018-08-12,22,False
2018-08-19,52,False
2018-08-26,79,False
2018-09-02,70,False
2018-09-09,31,False
2018-09-16,60,False
2018-09-23,61,False
2018-09-30,41,False
2018-10-07,21,False
2018-10-14,42,False
2018-10-21,31,False
2018-10-28,29,False
2018-11-04,20,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,20,False
2018-12-02,52,False
2018-12-09,20,False
2018-12-16,29,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,20,False
2019-01-13,18,False
2019-01-20,26,False
2019-01-27,52,False
2019-02-03,53,False
2019-02-10,18,False
2019-02-17,27,False
2019-02-24,18,False
2019-03-03,36,False
2019-03-10,27,False
2019-03-17,53,False
2019-03-24,27,False
2019-03-31,36,False
2019-04-07,35,False
2019-04-14,38,False
2019-04-21,19,False
2019-04-28,34,False
2019-05-05,34,False
2019-05-12,44,False
2019-05-19,34,False
2019-05-26,16,False
2019-06-02,36,False
2019-06-09,19,False
2019-06-16,74,False
2019-06-23,0,False
2019-06-30,36,False
2019-07-07,35,False
2019-07-14,19,False
2019-07-21,39,False
2019-07-28,0,False
2019-08-04,30,False
2019-08-11,0,False
2019-08-18,39,False
2019-08-25,56,False
2019-09-01,17,False
2019-09-08,35,False
2019-09-15,34,False
2019-09-22,33,False
2019-09-29,32,False
2019-10-06,68,False
2019-10-13,17,False
2019-10-20,33,False
2019-10-27,41,False
2019-11-03,47,False
2019-11-10,32,False
2019-11-17,16,False
2019-11-24,32,False
2019-12-01,17,False
2019-12-08,42,False
2019-12-15,17,False
2019-12-22,58,False
2019-12-29,30,False
2020-01-05,18,False
2020-01-12,32,False
2020-01-19,40,False
2020-01-26,15,False
2020-02-02,30,False
2020-02-09,40,False
2020-02-16,24,False
2020-02-23,45,False
2020-03-01,22,False
2020-03-08,28,False
2020-03-15,14,False
2020-03-22,46,False
2020-03-29,21,False
2020-04-05,58,False
2020-04-12,29,False
2020-04-19,14,False
2020-04-26,0,True
