date,capelli ricci,isPartial
2018-01-07,32,False
2018-01-14,44,False
2018-01-21,67,False
2018-01-28,21,False
2018-02-04,21,False
2018-02-11,0,False
2018-02-18,80,False
2018-02-25,28,False
2018-03-04,41,False
2018-03-11,21,False
2018-03-18,21,False
2018-03-25,22,False
2018-04-01,33,False
2018-04-08,0,False
2018-04-15,22,False
2018-04-22,45,False
2018-04-29,22,False
2018-05-06,21,False
2018-05-13,22,False
2018-05-20,21,False
2018-05-27,23,False
2018-06-03,22,False
2018-06-10,31,False
2018-06-17,42,False
2018-06-24,21,False
2018-07-01,42,False
2018-07-08,21,False
2018-07-15,21,False
2018-07-22,20,False
2018-07-29,39,False
2018-08-05,39,False
2018-08-12,27,False
2018-08-19,19,False
2018-08-26,40,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,32,False
2018-09-23,0,False
2018-09-30,21,False
2018-10-07,34,False
2018-10-14,44,False
2018-10-21,22,False
2018-10-28,63,False
2018-11-04,21,False
2018-11-11,22,False
2018-11-18,22,False
2018-11-25,0,False
2018-12-02,22,False
2018-12-09,21,False
2018-12-16,22,False
2018-12-23,22,False
2018-12-30,20,False
2019-01-06,0,False
2019-01-13,30,False
2019-01-20,29,False
2019-01-27,20,False
2019-02-03,20,False
2019-02-10,50,False
2019-02-17,41,False
2019-02-24,20,False
2019-03-03,22,False
2019-03-10,0,False
2019-03-17,0,False
2019-03-24,0,False
2019-03-31,32,False
2019-04-07,0,False
2019-04-14,0,False
2019-04-21,21,False
2019-04-28,41,False
2019-05-05,42,False
2019-05-12,20,False
2019-05-19,40,False
2019-05-26,0,False
2019-06-02,21,False
2019-06-09,22,False
2019-06-16,44,False
2019-06-23,32,False
2019-06-30,44,False
2019-07-07,21,False
2019-07-14,42,False
2019-07-21,22,False
2019-07-28,52,False
2019-08-04,29,False
2019-08-11,18,False
2019-08-18,17,False
2019-08-25,35,False
2019-09-01,36,False
2019-09-08,39,False
2019-09-15,0,False
2019-09-22,0,False
2019-09-29,19,False
2019-10-06,100,False
2019-10-13,40,False
2019-10-20,39,False
2019-10-27,38,False
2019-11-03,36,False
2019-11-10,39,False
2019-11-17,39,False
2019-11-24,19,False
2019-12-01,39,False
2019-12-08,99,False
2019-12-15,20,False
2019-12-22,38,False
2019-12-29,36,False
2020-01-05,28,False
2020-01-12,0,False
2020-01-19,18,False
2020-01-26,27,False
2020-02-02,17,False
2020-02-09,27,False
2020-02-16,0,False
2020-02-23,34,False
2020-03-01,33,False
2020-03-08,16,False
2020-03-15,22,False
2020-03-22,27,False
2020-03-29,21,False
2020-04-05,44,False
2020-04-12,23,False
2020-04-19,35,False
2020-04-26,26,True
