date,Coach vie,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,32,False
2018-02-11,32,False
2018-02-18,0,False
2018-02-25,32,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,32,False
2018-03-25,0,False
2018-04-01,32,False
2018-04-08,33,False
2018-04-15,34,False
2018-04-22,32,False
2018-04-29,34,False
2018-05-06,34,False
2018-05-13,34,False
2018-05-20,0,False
2018-05-27,32,False
2018-06-03,32,False
2018-06-10,31,False
2018-06-17,33,False
2018-06-24,34,False
2018-07-01,32,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,100,False
2018-07-29,0,False
2018-08-05,32,False
2018-08-12,32,False
2018-08-19,0,False
2018-08-26,48,False
2018-09-02,33,False
2018-09-09,33,False
2018-09-16,32,False
2018-09-23,0,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,35,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,32,False
2018-11-11,33,False
2018-11-18,32,False
2018-11-25,0,False
2018-12-02,33,False
2018-12-09,0,False
2018-12-16,66,False
2018-12-23,0,False
2018-12-30,35,False
2019-01-06,0,False
2019-01-13,32,False
2019-01-20,31,False
2019-01-27,31,False
2019-02-03,32,False
2019-02-10,0,False
2019-02-17,0,False
2019-02-24,0,False
2019-03-03,0,False
2019-03-10,0,False
2019-03-17,0,False
2019-03-24,0,False
2019-03-31,33,False
2019-04-07,34,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,31,False
2019-05-12,33,False
2019-05-19,32,False
2019-05-26,32,False
2019-06-02,0,False
2019-06-09,30,False
2019-06-16,32,False
2019-06-23,0,False
2019-06-30,32,False
2019-07-07,0,False
2019-07-14,31,False
2019-07-21,63,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,58,False
2019-08-18,31,False
2019-08-25,30,False
2019-09-01,0,False
2019-09-08,0,False
2019-09-15,30,False
2019-09-22,29,False
2019-09-29,0,False
2019-10-06,30,False
2019-10-13,30,False
2019-10-20,29,False
2019-10-27,27,False
2019-11-03,28,False
2019-11-10,57,False
2019-11-17,29,False
2019-11-24,27,False
2019-12-01,56,False
2019-12-08,0,False
2019-12-15,29,False
2019-12-22,31,False
2019-12-29,0,False
2020-01-05,45,False
2020-01-12,27,False
2020-01-19,28,False
2020-01-26,27,False
2020-02-02,55,False
2020-02-09,54,False
2020-02-16,27,False
2020-02-23,27,False
2020-03-01,26,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,34,False
2020-03-29,22,False
2020-04-05,45,False
2020-04-12,0,False
2020-04-19,45,False
2020-04-26,42,False
2020-05-03,0,False
2020-05-10,0,False
2020-05-17,0,True
