date,corso cinema,isPartial
2018-01-07,39,False
2018-01-14,30,False
2018-01-21,35,False
2018-01-28,43,False
2018-02-04,49,False
2018-02-11,38,False
2018-02-18,28,False
2018-02-25,53,False
2018-03-04,35,False
2018-03-11,34,False
2018-03-18,18,False
2018-03-25,30,False
2018-04-01,19,False
2018-04-08,21,False
2018-04-15,12,False
2018-04-22,31,False
2018-04-29,18,False
2018-05-06,9,False
2018-05-13,6,False
2018-05-20,6,False
2018-05-27,12,False
2018-06-03,15,False
2018-06-10,20,False
2018-06-17,15,False
2018-06-24,0,False
2018-07-01,23,False
2018-07-08,23,False
2018-07-15,6,False
2018-07-22,6,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,7,False
2018-08-19,13,False
2018-08-26,6,False
2018-09-02,12,False
2018-09-09,35,False
2018-09-16,15,False
2018-09-23,14,False
2018-09-30,24,False
2018-10-07,33,False
2018-10-14,18,False
2018-10-21,24,False
2018-10-28,41,False
2018-11-04,25,False
2018-11-11,21,False
2018-11-18,17,False
2018-11-25,26,False
2018-12-02,18,False
2018-12-09,21,False
2018-12-16,41,False
2018-12-23,42,False
2018-12-30,61,False
2019-01-06,40,False
2019-01-13,35,False
2019-01-20,37,False
2019-01-27,58,False
2019-02-03,20,False
2019-02-10,38,False
2019-02-17,35,False
2019-02-24,27,False
2019-03-03,39,False
2019-03-10,24,False
2019-03-17,20,False
2019-03-24,27,False
2019-03-31,15,False
2019-04-07,44,False
2019-04-14,18,False
2019-04-21,27,False
2019-04-28,28,False
2019-05-05,24,False
2019-05-12,22,False
2019-05-19,8,False
2019-05-26,19,False
2019-06-02,18,False
2019-06-09,6,False
2019-06-16,21,False
2019-06-23,12,False
2019-06-30,6,False
2019-07-07,5,False
2019-07-14,17,False
2019-07-21,6,False
2019-07-28,6,False
2019-08-04,6,False
2019-08-11,7,False
2019-08-18,0,False
2019-08-25,11,False
2019-09-01,10,False
2019-09-08,11,False
2019-09-15,32,False
2019-09-22,18,False
2019-09-29,19,False
2019-10-06,33,False
2019-10-13,8,False
2019-10-20,29,False
2019-10-27,49,False
2019-11-03,39,False
2019-11-10,26,False
2019-11-17,18,False
2019-11-24,33,False
2019-12-01,49,False
2019-12-08,22,False
2019-12-15,14,False
2019-12-22,70,False
2019-12-29,100,False
2020-01-05,48,False
2020-01-12,39,False
2020-01-19,23,False
2020-01-26,52,False
2020-02-02,22,False
2020-02-09,46,False
2020-02-16,35,False
2020-02-23,18,False
2020-03-01,7,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,5,False
2020-04-19,0,False
2020-04-26,0,True
