date,corso cinema,isPartial
2018-01-07,47,False
2018-01-14,26,False
2018-01-21,54,False
2018-01-28,25,False
2018-02-04,29,False
2018-02-11,47,False
2018-02-18,34,False
2018-02-25,37,False
2018-03-04,26,False
2018-03-11,19,False
2018-03-18,27,False
2018-03-25,24,False
2018-04-01,8,False
2018-04-08,23,False
2018-04-15,16,False
2018-04-22,20,False
2018-04-29,27,False
2018-05-06,0,False
2018-05-13,15,False
2018-05-20,19,False
2018-05-27,0,False
2018-06-03,16,False
2018-06-10,33,False
2018-06-17,37,False
2018-06-24,16,False
2018-07-01,23,False
2018-07-08,20,False
2018-07-15,12,False
2018-07-22,8,False
2018-07-29,32,False
2018-08-05,17,False
2018-08-12,26,False
2018-08-19,21,False
2018-08-26,22,False
2018-09-02,50,False
2018-09-09,23,False
2018-09-16,33,False
2018-09-23,15,False
2018-09-30,30,False
2018-10-07,30,False
2018-10-14,19,False
2018-10-21,15,False
2018-10-28,48,False
2018-11-04,18,False
2018-11-11,33,False
2018-11-18,26,False
2018-11-25,38,False
2018-12-02,14,False
2018-12-09,16,False
2018-12-16,25,False
2018-12-23,100,False
2018-12-30,39,False
2019-01-06,21,False
2019-01-13,24,False
2019-01-20,23,False
2019-01-27,14,False
2019-02-03,41,False
2019-02-10,41,False
2019-02-17,25,False
2019-02-24,26,False
2019-03-03,26,False
2019-03-10,26,False
2019-03-17,26,False
2019-03-24,8,False
2019-03-31,33,False
2019-04-07,20,False
2019-04-14,12,False
2019-04-21,57,False
2019-04-28,40,False
2019-05-05,15,False
2019-05-12,16,False
2019-05-19,33,False
2019-05-26,27,False
2019-06-02,8,False
2019-06-09,16,False
2019-06-16,13,False
2019-06-23,22,False
2019-06-30,44,False
2019-07-07,16,False
2019-07-14,22,False
2019-07-21,17,False
2019-07-28,24,False
2019-08-04,20,False
2019-08-11,49,False
2019-08-18,52,False
2019-08-25,32,False
2019-09-01,47,False
2019-09-08,17,False
2019-09-15,20,False
2019-09-22,20,False
2019-09-29,55,False
2019-10-06,41,False
2019-10-13,45,False
2019-10-20,28,False
2019-10-27,24,False
2019-11-03,19,False
2019-11-10,27,False
2019-11-17,28,False
2019-11-24,35,False
2019-12-01,32,False
2019-12-08,36,False
2019-12-15,20,False
2019-12-22,60,False
2019-12-29,94,False
2020-01-05,20,False
2020-01-12,19,False
2020-01-19,31,False
2020-01-26,38,False
2020-02-02,41,False
2020-02-09,30,False
2020-02-16,15,False
2020-02-23,15,False
2020-03-01,14,False
2020-03-08,7,False
2020-03-15,14,False
2020-03-22,7,False
2020-03-29,0,False
2020-04-05,7,False
2020-04-12,7,False
2020-04-19,0,False
2020-04-26,0,True
