date,corso cinema,isPartial
2018-01-07,100,False
2018-01-14,20,False
2018-01-21,40,False
2018-01-28,30,False
2018-02-04,60,False
2018-02-11,21,False
2018-02-18,48,False
2018-02-25,37,False
2018-03-04,41,False
2018-03-11,0,False
2018-03-18,20,False
2018-03-25,21,False
2018-04-01,21,False
2018-04-08,21,False
2018-04-15,32,False
2018-04-22,44,False
2018-04-29,20,False
2018-05-06,20,False
2018-05-13,21,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,60,False
2018-06-10,19,False
2018-06-17,41,False
2018-06-24,21,False
2018-07-01,21,False
2018-07-08,21,False
2018-07-15,0,False
2018-07-22,20,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,57,False
2018-08-26,19,False
2018-09-02,40,False
2018-09-09,32,False
2018-09-16,31,False
2018-09-23,21,False
2018-09-30,40,False
2018-10-07,43,False
2018-10-14,22,False
2018-10-21,44,False
2018-10-28,86,False
2018-11-04,32,False
2018-11-11,22,False
2018-11-18,22,False
2018-11-25,43,False
2018-12-02,46,False
2018-12-09,33,False
2018-12-16,47,False
2018-12-23,38,False
2018-12-30,86,False
2019-01-06,64,False
2019-01-13,32,False
2019-01-20,20,False
2019-01-27,21,False
2019-02-03,31,False
2019-02-10,21,False
2019-02-17,0,False
2019-02-24,21,False
2019-03-03,22,False
2019-03-10,22,False
2019-03-17,0,False
2019-03-24,22,False
2019-03-31,56,False
2019-04-07,22,False
2019-04-14,23,False
2019-04-21,23,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,42,False
2019-05-19,32,False
2019-05-26,78,False
2019-06-02,22,False
2019-06-09,23,False
2019-06-16,22,False
2019-06-23,22,False
2019-06-30,22,False
2019-07-07,20,False
2019-07-14,21,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,52,False
2019-08-25,44,False
2019-09-01,57,False
2019-09-08,51,False
2019-09-15,29,False
2019-09-22,19,False
2019-09-29,19,False
2019-10-06,19,False
2019-10-13,20,False
2019-10-20,19,False
2019-10-27,57,False
2019-11-03,18,False
2019-11-10,45,False
2019-11-17,28,False
2019-11-24,18,False
2019-12-01,37,False
2019-12-08,38,False
2019-12-15,39,False
2019-12-22,84,False
2019-12-29,78,False
2020-01-05,83,False
2020-01-12,69,False
2020-01-19,45,False
2020-01-26,17,False
2020-02-02,17,False
2020-02-09,26,False
2020-02-16,18,False
2020-02-23,17,False
2020-03-01,16,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,16,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,0,True
