date,apprendre anglais,isPartial
2018-01-07,51,False
2018-01-14,25,False
2018-01-21,25,False
2018-01-28,25,False
2018-02-04,24,False
2018-02-11,51,False
2018-02-18,26,False
2018-02-25,39,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,0,False
2018-04-01,53,False
2018-04-08,25,False
2018-04-15,41,False
2018-04-22,0,False
2018-04-29,41,False
2018-05-06,0,False
2018-05-13,39,False
2018-05-20,27,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,25,False
2018-06-17,27,False
2018-06-24,0,False
2018-07-01,25,False
2018-07-08,27,False
2018-07-15,29,False
2018-07-22,28,False
2018-07-29,28,False
2018-08-05,58,False
2018-08-12,0,False
2018-08-19,44,False
2018-08-26,27,False
2018-09-02,0,False
2018-09-09,27,False
2018-09-16,53,False
2018-09-23,40,False
2018-09-30,54,False
2018-10-07,27,False
2018-10-14,27,False
2018-10-21,28,False
2018-10-28,26,False
2018-11-04,76,False
2018-11-11,26,False
2018-11-18,26,False
2018-11-25,52,False
2018-12-02,52,False
2018-12-09,0,False
2018-12-16,53,False
2018-12-23,0,False
2018-12-30,27,False
2019-01-06,39,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,25,False
2019-02-03,0,False
2019-02-10,27,False
2019-02-17,41,False
2019-02-24,52,False
2019-03-03,100,False
2019-03-10,39,False
2019-03-17,27,False
2019-03-24,27,False
2019-03-31,0,False
2019-04-07,0,False
2019-04-14,28,False
2019-04-21,25,False
2019-04-28,0,False
2019-05-05,74,False
2019-05-12,26,False
2019-05-19,0,False
2019-05-26,26,False
2019-06-02,24,False
2019-06-09,74,False
2019-06-16,26,False
2019-06-23,0,False
2019-06-30,25,False
2019-07-07,52,False
2019-07-14,0,False
2019-07-21,27,False
2019-07-28,28,False
2019-08-04,29,False
2019-08-11,28,False
2019-08-18,28,False
2019-08-25,51,False
2019-09-01,0,False
2019-09-08,25,False
2019-09-15,25,False
2019-09-22,24,False
2019-09-29,24,False
2019-10-06,24,False
2019-10-13,48,False
2019-10-20,48,False
2019-10-27,0,False
2019-11-03,0,False
2019-11-10,23,False
2019-11-17,23,False
2019-11-24,45,False
2019-12-01,46,False
2019-12-08,0,False
2019-12-15,35,False
2019-12-22,24,False
2019-12-29,24,False
2020-01-05,0,False
2020-01-12,43,False
2020-01-19,34,False
2020-01-26,33,False
2020-02-02,44,False
2020-02-09,44,False
2020-02-16,45,False
2020-02-23,22,False
2020-03-01,21,False
2020-03-08,21,False
2020-03-15,18,False
2020-03-22,35,False
2020-03-29,26,False
2020-04-05,18,False
2020-04-12,28,False
2020-04-19,45,False
2020-04-26,33,False
2020-05-03,68,False
2020-05-10,37,False
2020-05-17,40,False
2020-05-24,38,False
2020-05-31,18,False
2020-06-07,19,False
2020-06-14,0,False
