date,apprendre anglais,isPartial
2018-01-07,50,False
2018-01-14,33,False
2018-01-21,33,False
2018-01-28,67,False
2018-02-04,49,False
2018-02-11,33,False
2018-02-18,51,False
2018-02-25,69,False
2018-03-04,49,False
2018-03-11,33,False
2018-03-18,33,False
2018-03-25,51,False
2018-04-01,35,False
2018-04-08,67,False
2018-04-15,37,False
2018-04-22,72,False
2018-04-29,33,False
2018-05-06,71,False
2018-05-13,51,False
2018-05-20,36,False
2018-05-27,68,False
2018-06-03,34,False
2018-06-10,63,False
2018-06-17,88,False
2018-06-24,36,False
2018-07-01,51,False
2018-07-08,54,False
2018-07-15,37,False
2018-07-22,0,False
2018-07-29,37,False
2018-08-05,37,False
2018-08-12,38,False
2018-08-19,94,False
2018-08-26,73,False
2018-09-02,35,False
2018-09-09,0,False
2018-09-16,71,False
2018-09-23,35,False
2018-09-30,35,False
2018-10-07,35,False
2018-10-14,52,False
2018-10-21,54,False
2018-10-28,0,False
2018-11-04,34,False
2018-11-11,69,False
2018-11-18,34,False
2018-11-25,34,False
2018-12-02,0,False
2018-12-09,34,False
2018-12-16,36,False
2018-12-23,40,False
2018-12-30,0,False
2019-01-06,100,False
2019-01-13,33,False
2019-01-20,32,False
2019-01-27,48,False
2019-02-03,33,False
2019-02-10,67,False
2019-02-17,35,False
2019-02-24,71,False
2019-03-03,0,False
2019-03-10,34,False
2019-03-17,35,False
2019-03-24,34,False
2019-03-31,65,False
2019-04-07,0,False
2019-04-14,31,False
2019-04-21,48,False
2019-04-28,35,False
2019-05-05,33,False
2019-05-12,0,False
2019-05-19,96,False
2019-05-26,67,False
2019-06-02,0,False
2019-06-09,79,False
2019-06-16,0,False
2019-06-23,33,False
2019-06-30,33,False
2019-07-07,33,False
2019-07-14,34,False
2019-07-21,32,False
2019-07-28,52,False
2019-08-04,65,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,33,False
2019-09-01,32,False
2019-09-08,31,False
2019-09-15,91,False
2019-09-22,61,False
2019-09-29,44,False
2019-10-06,54,False
2019-10-13,27,False
2019-10-20,56,False
2019-10-27,86,False
2019-11-03,59,False
2019-11-10,71,False
2019-11-17,54,False
2019-11-24,25,False
2019-12-01,0,False
2019-12-08,26,False
2019-12-15,26,False
2019-12-22,29,False
2019-12-29,56,False
2020-01-05,50,False
2020-01-12,49,False
2020-01-19,25,False
2020-01-26,50,False
2020-02-02,26,False
2020-02-09,26,False
2020-02-16,0,False
2020-02-23,36,False
2020-03-01,47,False
2020-03-08,49,False
2020-03-15,45,False
2020-03-22,56,False
2020-03-29,79,False
2020-04-05,45,False
2020-04-12,34,False
2020-04-19,21,False
2020-04-26,21,False
2020-05-03,32,False
2020-05-10,44,False
2020-05-17,74,False
2020-05-24,72,False
2020-05-31,22,False
2020-06-07,0,False
2020-06-14,26,False
