date,apprendre anglais,isPartial
2018-01-07,29,False
2018-01-14,58,False
2018-01-21,0,False
2018-01-28,30,False
2018-02-04,28,False
2018-02-11,29,False
2018-02-18,31,False
2018-02-25,0,False
2018-03-04,43,False
2018-03-11,58,False
2018-03-18,0,False
2018-03-25,59,False
2018-04-01,0,False
2018-04-08,30,False
2018-04-15,32,False
2018-04-22,43,False
2018-04-29,31,False
2018-05-06,30,False
2018-05-13,49,False
2018-05-20,47,False
2018-05-27,30,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,35,False
2018-06-24,68,False
2018-07-01,32,False
2018-07-08,100,False
2018-07-15,34,False
2018-07-22,33,False
2018-07-29,33,False
2018-08-05,31,False
2018-08-12,97,False
2018-08-19,0,False
2018-08-26,33,False
2018-09-02,34,False
2018-09-09,68,False
2018-09-16,68,False
2018-09-23,0,False
2018-09-30,69,False
2018-10-07,34,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,66,False
2018-11-04,65,False
2018-11-11,34,False
2018-11-18,33,False
2018-11-25,33,False
2018-12-02,34,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,74,False
2018-12-30,71,False
2019-01-06,33,False
2019-01-13,33,False
2019-01-20,63,False
2019-01-27,63,False
2019-02-03,33,False
2019-02-10,34,False
2019-02-17,0,False
2019-02-24,68,False
2019-03-03,48,False
2019-03-10,33,False
2019-03-17,34,False
2019-03-24,34,False
2019-03-31,0,False
2019-04-07,34,False
2019-04-14,50,False
2019-04-21,0,False
2019-04-28,64,False
2019-05-05,0,False
2019-05-12,0,False
2019-05-19,0,False
2019-05-26,33,False
2019-06-02,30,False
2019-06-09,42,False
2019-06-16,32,False
2019-06-23,32,False
2019-06-30,48,False
2019-07-07,31,False
2019-07-14,62,False
2019-07-21,30,False
2019-07-28,31,False
2019-08-04,0,False
2019-08-11,28,False
2019-08-18,29,False
2019-08-25,30,False
2019-09-01,75,False
2019-09-08,29,False
2019-09-15,30,False
2019-09-22,44,False
2019-09-29,30,False
2019-10-06,0,False
2019-10-13,29,False
2019-10-20,29,False
2019-10-27,28,False
2019-11-03,29,False
2019-11-10,29,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,39,False
2019-12-08,0,False
2019-12-15,90,False
2019-12-22,32,False
2019-12-29,0,False
2020-01-05,29,False
2020-01-12,28,False
2020-01-19,29,False
2020-01-26,37,False
2020-02-02,29,False
2020-02-09,42,False
2020-02-16,56,False
2020-02-23,28,False
2020-03-01,0,False
2020-03-08,27,False
2020-03-15,36,False
2020-03-22,47,False
2020-03-29,35,False
2020-04-05,35,False
2020-04-12,32,False
2020-04-19,24,False
2020-04-26,22,False
2020-05-03,46,False
2020-05-10,0,False
2020-05-17,54,False
2020-05-24,26,False
2020-05-31,25,False
2020-06-07,0,False
2020-06-14,25,False
2020-06-21,0,True
