date,apprendre anglais,isPartial
2018-01-07,32,False
2018-01-14,21,False
2018-01-21,43,False
2018-01-28,44,False
2018-02-04,22,False
2018-02-11,44,False
2018-02-18,0,False
2018-02-25,22,False
2018-03-04,44,False
2018-03-11,0,False
2018-03-18,22,False
2018-03-25,23,False
2018-04-01,0,False
2018-04-08,35,False
2018-04-15,24,False
2018-04-22,47,False
2018-04-29,48,False
2018-05-06,23,False
2018-05-13,0,False
2018-05-20,34,False
2018-05-27,22,False
2018-06-03,23,False
2018-06-10,44,False
2018-06-17,35,False
2018-06-24,23,False
2018-07-01,23,False
2018-07-08,24,False
2018-07-15,26,False
2018-07-22,100,False
2018-07-29,0,False
2018-08-05,26,False
2018-08-12,26,False
2018-08-19,25,False
2018-08-26,24,False
2018-09-02,24,False
2018-09-09,24,False
2018-09-16,47,False
2018-09-23,47,False
2018-09-30,24,False
2018-10-07,24,False
2018-10-14,24,False
2018-10-21,24,False
2018-10-28,23,False
2018-11-04,45,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,23,False
2018-12-02,45,False
2018-12-09,23,False
2018-12-16,0,False
2018-12-23,96,False
2018-12-30,23,False
2019-01-06,22,False
2019-01-13,44,False
2019-01-20,65,False
2019-01-27,0,False
2019-02-03,22,False
2019-02-10,23,False
2019-02-17,23,False
2019-02-24,56,False
2019-03-03,21,False
2019-03-10,22,False
2019-03-17,24,False
2019-03-24,46,False
2019-03-31,23,False
2019-04-07,23,False
2019-04-14,24,False
2019-04-21,23,False
2019-04-28,22,False
2019-05-05,22,False
2019-05-12,23,False
2019-05-19,23,False
2019-05-26,23,False
2019-06-02,0,False
2019-06-09,22,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,23,False
2019-07-07,23,False
2019-07-14,48,False
2019-07-21,0,False
2019-07-28,25,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,48,False
2019-08-25,0,False
2019-09-01,22,False
2019-09-08,22,False
2019-09-15,33,False
2019-09-22,63,False
2019-09-29,21,False
2019-10-06,41,False
2019-10-13,41,False
2019-10-20,21,False
2019-10-27,41,False
2019-11-03,0,False
2019-11-10,20,False
2019-11-17,20,False
2019-11-24,29,False
2019-12-01,20,False
2019-12-08,20,False
2019-12-15,20,False
2019-12-22,20,False
2019-12-29,41,False
2020-01-05,39,False
2020-01-12,57,False
2020-01-19,19,False
2020-01-26,28,False
2020-02-02,77,False
2020-02-09,19,False
2020-02-16,39,False
2020-02-23,28,False
2020-03-01,0,False
2020-03-08,18,False
2020-03-15,33,False
2020-03-22,16,False
2020-03-29,0,False
2020-04-05,16,False
2020-04-12,32,False
2020-04-19,16,False
2020-04-26,15,False
2020-05-03,37,False
2020-05-10,0,False
2020-05-17,52,False
2020-05-24,34,False
2020-05-31,24,False
2020-06-07,0,False
2020-06-14,0,False
