date,apprendre anglais,isPartial
2018-01-07,29,False
2018-01-14,44,False
2018-01-21,67,False
2018-01-28,45,False
2018-02-04,34,False
2018-02-11,39,False
2018-02-18,34,False
2018-02-25,29,False
2018-03-04,49,False
2018-03-11,44,False
2018-03-18,40,False
2018-03-25,55,False
2018-04-01,25,False
2018-04-08,28,False
2018-04-15,78,False
2018-04-22,26,False
2018-04-29,40,False
2018-05-06,49,False
2018-05-13,29,False
2018-05-20,37,False
2018-05-27,44,False
2018-06-03,29,False
2018-06-10,33,False
2018-06-17,25,False
2018-06-24,15,False
2018-07-01,29,False
2018-07-08,22,False
2018-07-15,35,False
2018-07-22,22,False
2018-07-29,29,False
2018-08-05,23,False
2018-08-12,43,False
2018-08-19,30,False
2018-08-26,15,False
2018-09-02,100,False
2018-09-09,45,False
2018-09-16,37,False
2018-09-23,51,False
2018-09-30,45,False
2018-10-07,35,False
2018-10-14,40,False
2018-10-21,56,False
2018-10-28,45,False
2018-11-04,36,False
2018-11-11,23,False
2018-11-18,44,False
2018-11-25,46,False
2018-12-02,39,False
2018-12-09,16,False
2018-12-16,24,False
2018-12-23,30,False
2018-12-30,25,False
2019-01-06,36,False
2019-01-13,40,False
2019-01-20,54,False
2019-01-27,24,False
2019-02-03,38,False
2019-02-10,16,False
2019-02-17,26,False
2019-02-24,40,False
2019-03-03,15,False
2019-03-10,36,False
2019-03-17,52,False
2019-03-24,21,False
2019-03-31,37,False
2019-04-07,51,False
2019-04-14,46,False
2019-04-21,58,False
2019-04-28,25,False
2019-05-05,30,False
2019-05-12,22,False
2019-05-19,14,False
2019-05-26,0,False
2019-06-02,27,False
2019-06-09,23,False
2019-06-16,23,False
2019-06-23,0,False
2019-06-30,49,False
2019-07-07,37,False
2019-07-14,28,False
2019-07-21,29,False
2019-07-28,21,False
2019-08-04,19,False
2019-08-11,26,False
2019-08-18,24,False
2019-08-25,26,False
2019-09-01,54,False
2019-09-08,41,False
2019-09-15,45,False
2019-09-22,41,False
2019-09-29,90,False
2019-10-06,69,False
2019-10-13,41,False
2019-10-20,14,False
2019-10-27,27,False
2019-11-03,18,False
2019-11-10,18,False
2019-11-17,39,False
2019-11-24,22,False
2019-12-01,30,False
2019-12-08,35,False
2019-12-15,20,False
2019-12-22,30,False
2019-12-29,23,False
2020-01-05,21,False
2020-01-12,31,False
2020-01-19,34,False
2020-01-26,32,False
2020-02-02,30,False
2020-02-09,25,False
2020-02-16,42,False
2020-02-23,24,False
2020-03-01,36,False
2020-03-08,18,False
2020-03-15,44,False
2020-03-22,42,False
2020-03-29,68,False
2020-04-05,43,False
2020-04-12,29,False
2020-04-19,14,False
2020-04-26,23,False
2020-05-03,47,False
2020-05-10,28,False
2020-05-17,34,False
2020-05-24,11,False
2020-05-31,33,False
2020-06-07,32,False
2020-06-14,12,False
