date,apprendre anglais,isPartial
2018-01-07,50,False
2018-01-14,25,False
2018-01-21,62,False
2018-01-28,52,False
2018-02-04,50,False
2018-02-11,51,False
2018-02-18,78,False
2018-02-25,49,False
2018-03-04,0,False
2018-03-11,78,False
2018-03-18,52,False
2018-03-25,26,False
2018-04-01,26,False
2018-04-08,24,False
2018-04-15,28,False
2018-04-22,0,False
2018-04-29,24,False
2018-05-06,37,False
2018-05-13,25,False
2018-05-20,52,False
2018-05-27,25,False
2018-06-03,25,False
2018-06-10,24,False
2018-06-17,52,False
2018-06-24,26,False
2018-07-01,25,False
2018-07-08,48,False
2018-07-15,25,False
2018-07-22,72,False
2018-07-29,24,False
2018-08-05,44,False
2018-08-12,45,False
2018-08-19,59,False
2018-08-26,25,False
2018-09-02,25,False
2018-09-09,76,False
2018-09-16,38,False
2018-09-23,26,False
2018-09-30,52,False
2018-10-07,51,False
2018-10-14,52,False
2018-10-21,41,False
2018-10-28,26,False
2018-11-04,38,False
2018-11-11,0,False
2018-11-18,25,False
2018-11-25,0,False
2018-12-02,79,False
2018-12-09,27,False
2018-12-16,27,False
2018-12-23,31,False
2018-12-30,56,False
2019-01-06,52,False
2019-01-13,0,False
2019-01-20,51,False
2019-01-27,25,False
2019-02-03,26,False
2019-02-10,39,False
2019-02-17,26,False
2019-02-24,28,False
2019-03-03,0,False
2019-03-10,27,False
2019-03-17,27,False
2019-03-24,53,False
2019-03-31,26,False
2019-04-07,26,False
2019-04-14,25,False
2019-04-21,25,False
2019-04-28,39,False
2019-05-05,100,False
2019-05-12,0,False
2019-05-19,25,False
2019-05-26,63,False
2019-06-02,24,False
2019-06-09,24,False
2019-06-16,76,False
2019-06-23,25,False
2019-06-30,0,False
2019-07-07,23,False
2019-07-14,35,False
2019-07-21,22,False
2019-07-28,22,False
2019-08-04,32,False
2019-08-11,43,False
2019-08-18,30,False
2019-08-25,0,False
2019-09-01,23,False
2019-09-08,23,False
2019-09-15,57,False
2019-09-22,59,False
2019-09-29,24,False
2019-10-06,24,False
2019-10-13,47,False
2019-10-20,45,False
2019-10-27,23,False
2019-11-03,46,False
2019-11-10,35,False
2019-11-17,46,False
2019-11-24,0,False
2019-12-01,23,False
2019-12-08,23,False
2019-12-15,23,False
2019-12-22,0,False
2019-12-29,49,False
2020-01-05,56,False
2020-01-12,22,False
2020-01-19,44,False
2020-01-26,22,False
2020-02-02,45,False
2020-02-09,70,False
2020-02-16,22,False
2020-02-23,0,False
2020-03-01,62,False
2020-03-08,21,False
2020-03-15,37,False
2020-03-22,36,False
2020-03-29,55,False
2020-04-05,38,False
2020-04-12,28,False
2020-04-19,71,False
2020-04-26,18,False
2020-05-03,18,False
2020-05-10,54,False
2020-05-17,20,False
2020-05-24,39,False
2020-05-31,38,False
2020-06-07,19,False
2020-06-14,59,False
