date,apprendre anglais,isPartial
2018-01-07,100,False
2018-01-14,59,False
2018-01-21,20,False
2018-01-28,60,False
2018-02-04,20,False
2018-02-11,40,False
2018-02-18,30,False
2018-02-25,40,False
2018-03-04,31,False
2018-03-11,72,False
2018-03-18,42,False
2018-03-25,41,False
2018-04-01,20,False
2018-04-08,20,False
2018-04-15,21,False
2018-04-22,20,False
2018-04-29,43,False
2018-05-06,22,False
2018-05-13,21,False
2018-05-20,0,False
2018-05-27,20,False
2018-06-03,30,False
2018-06-10,29,False
2018-06-17,21,False
2018-06-24,32,False
2018-07-01,20,False
2018-07-08,31,False
2018-07-15,21,False
2018-07-22,53,False
2018-07-29,20,False
2018-08-05,41,False
2018-08-12,20,False
2018-08-19,0,False
2018-08-26,41,False
2018-09-02,62,False
2018-09-09,31,False
2018-09-16,71,False
2018-09-23,21,False
2018-09-30,41,False
2018-10-07,21,False
2018-10-14,32,False
2018-10-21,0,False
2018-10-28,31,False
2018-11-04,49,False
2018-11-11,21,False
2018-11-18,31,False
2018-11-25,30,False
2018-12-02,61,False
2018-12-09,21,False
2018-12-16,0,False
2018-12-23,45,False
2018-12-30,44,False
2019-01-06,20,False
2019-01-13,51,False
2019-01-20,40,False
2019-01-27,20,False
2019-02-03,50,False
2019-02-10,22,False
2019-02-17,0,False
2019-02-24,41,False
2019-03-03,60,False
2019-03-10,61,False
2019-03-17,31,False
2019-03-24,42,False
2019-03-31,0,False
2019-04-07,0,False
2019-04-14,21,False
2019-04-21,0,False
2019-04-28,29,False
2019-05-05,20,False
2019-05-12,0,False
2019-05-19,21,False
2019-05-26,20,False
2019-06-02,19,False
2019-06-09,38,False
2019-06-16,30,False
2019-06-23,20,False
2019-06-30,40,False
2019-07-07,20,False
2019-07-14,20,False
2019-07-21,20,False
2019-07-28,39,False
2019-08-04,37,False
2019-08-11,36,False
2019-08-18,20,False
2019-08-25,48,False
2019-09-01,47,False
2019-09-08,19,False
2019-09-15,28,False
2019-09-22,37,False
2019-09-29,18,False
2019-10-06,19,False
2019-10-13,19,False
2019-10-20,37,False
2019-10-27,17,False
2019-11-03,53,False
2019-11-10,27,False
2019-11-17,18,False
2019-11-24,17,False
2019-12-01,26,False
2019-12-08,35,False
2019-12-15,0,False
2019-12-22,38,False
2019-12-29,18,False
2020-01-05,26,False
2020-01-12,50,False
2020-01-19,44,False
2020-01-26,17,False
2020-02-02,0,False
2020-02-09,34,False
2020-02-16,52,False
2020-02-23,0,False
2020-03-01,16,False
2020-03-08,24,False
2020-03-15,22,False
2020-03-22,42,False
2020-03-29,35,False
2020-04-05,35,False
2020-04-12,29,False
2020-04-19,21,False
2020-04-26,26,False
2020-05-03,20,False
2020-05-10,15,False
2020-05-17,16,False
2020-05-24,16,False
2020-05-31,22,False
2020-06-07,29,False
2020-06-14,23,False
