date,apprendre anglais,isPartial
2018-01-07,45,False
2018-01-14,34,False
2018-01-21,34,False
2018-01-28,51,False
2018-02-04,32,False
2018-02-11,67,False
2018-02-18,34,False
2018-02-25,51,False
2018-03-04,71,False
2018-03-11,0,False
2018-03-18,35,False
2018-03-25,0,False
2018-04-01,35,False
2018-04-08,45,False
2018-04-15,54,False
2018-04-22,34,False
2018-04-29,61,False
2018-05-06,74,False
2018-05-13,35,False
2018-05-20,70,False
2018-05-27,34,False
2018-06-03,35,False
2018-06-10,0,False
2018-06-17,35,False
2018-06-24,35,False
2018-07-01,34,False
2018-07-08,36,False
2018-07-15,77,False
2018-07-22,76,False
2018-07-29,38,False
2018-08-05,39,False
2018-08-12,80,False
2018-08-19,78,False
2018-08-26,36,False
2018-09-02,54,False
2018-09-09,84,False
2018-09-16,71,False
2018-09-23,90,False
2018-09-30,72,False
2018-10-07,36,False
2018-10-14,48,False
2018-10-21,37,False
2018-10-28,35,False
2018-11-04,57,False
2018-11-11,52,False
2018-11-18,57,False
2018-11-25,68,False
2018-12-02,35,False
2018-12-09,52,False
2018-12-16,71,False
2018-12-23,0,False
2018-12-30,36,False
2019-01-06,80,False
2019-01-13,68,False
2019-01-20,33,False
2019-01-27,55,False
2019-02-03,34,False
2019-02-10,36,False
2019-02-17,55,False
2019-02-24,68,False
2019-03-03,83,False
2019-03-10,46,False
2019-03-17,36,False
2019-03-24,35,False
2019-03-31,35,False
2019-04-07,73,False
2019-04-14,37,False
2019-04-21,34,False
2019-04-28,33,False
2019-05-05,0,False
2019-05-12,68,False
2019-05-19,34,False
2019-05-26,45,False
2019-06-02,32,False
2019-06-09,50,False
2019-06-16,0,False
2019-06-23,34,False
2019-06-30,68,False
2019-07-07,46,False
2019-07-14,36,False
2019-07-21,54,False
2019-07-28,37,False
2019-08-04,38,False
2019-08-11,0,False
2019-08-18,37,False
2019-08-25,45,False
2019-09-01,100,False
2019-09-08,33,False
2019-09-15,33,False
2019-09-22,42,False
2019-09-29,31,False
2019-10-06,64,False
2019-10-13,63,False
2019-10-20,32,False
2019-10-27,45,False
2019-11-03,41,False
2019-11-10,0,False
2019-11-17,31,False
2019-11-24,30,False
2019-12-01,46,False
2019-12-08,0,False
2019-12-15,31,False
2019-12-22,0,False
2019-12-29,32,False
2020-01-05,29,False
2020-01-12,67,False
2020-01-19,50,False
2020-01-26,49,False
2020-02-02,44,False
2020-02-09,29,False
2020-02-16,30,False
2020-02-23,29,False
2020-03-01,37,False
2020-03-08,28,False
2020-03-15,37,False
2020-03-22,35,False
2020-03-29,35,False
2020-04-05,32,False
2020-04-12,57,False
2020-04-19,56,False
2020-04-26,44,False
2020-05-03,53,False
2020-05-10,37,False
2020-05-17,26,False
2020-05-24,0,False
2020-05-31,24,False
2020-06-07,37,False
2020-06-14,26,False
2020-06-21,97,True
