date,apprendre anglais,isPartial
2018-01-07,74,False
2018-01-14,40,False
2018-01-21,73,False
2018-01-28,49,False
2018-02-04,36,False
2018-02-11,49,False
2018-02-18,100,False
2018-02-25,42,False
2018-03-04,34,False
2018-03-11,58,False
2018-03-18,25,False
2018-03-25,25,False
2018-04-01,88,False
2018-04-08,25,False
2018-04-15,39,False
2018-04-22,25,False
2018-04-29,39,False
2018-05-06,81,False
2018-05-13,26,False
2018-05-20,64,False
2018-05-27,49,False
2018-06-03,25,False
2018-06-10,55,False
2018-06-17,51,False
2018-06-24,25,False
2018-07-01,24,False
2018-07-08,51,False
2018-07-15,41,False
2018-07-22,63,False
2018-07-29,27,False
2018-08-05,27,False
2018-08-12,46,False
2018-08-19,40,False
2018-08-26,77,False
2018-09-02,52,False
2018-09-09,52,False
2018-09-16,26,False
2018-09-23,60,False
2018-09-30,51,False
2018-10-07,26,False
2018-10-14,26,False
2018-10-21,27,False
2018-10-28,26,False
2018-11-04,49,False
2018-11-11,24,False
2018-11-18,35,False
2018-11-25,54,False
2018-12-02,46,False
2018-12-09,24,False
2018-12-16,49,False
2018-12-23,27,False
2018-12-30,26,False
2019-01-06,35,False
2019-01-13,47,False
2019-01-20,47,False
2019-01-27,62,False
2019-02-03,24,False
2019-02-10,63,False
2019-02-17,67,False
2019-02-24,64,False
2019-03-03,23,False
2019-03-10,48,False
2019-03-17,37,False
2019-03-24,33,False
2019-03-31,100,False
2019-04-07,27,False
2019-04-14,78,False
2019-04-21,50,False
2019-04-28,24,False
2019-05-05,24,False
2019-05-12,88,False
2019-05-19,42,False
2019-05-26,76,False
2019-06-02,23,False
2019-06-09,24,False
2019-06-16,25,False
2019-06-23,24,False
2019-06-30,24,False
2019-07-07,0,False
2019-07-14,38,False
2019-07-21,76,False
2019-07-28,0,False
2019-08-04,51,False
2019-08-11,33,False
2019-08-18,25,False
2019-08-25,60,False
2019-09-01,36,False
2019-09-08,48,False
2019-09-15,59,False
2019-09-22,68,False
2019-09-29,37,False
2019-10-06,53,False
2019-10-13,23,False
2019-10-20,30,False
2019-10-27,33,False
2019-11-03,22,False
2019-11-10,66,False
2019-11-17,44,False
2019-11-24,42,False
2019-12-01,51,False
2019-12-08,21,False
2019-12-15,43,False
2019-12-22,24,False
2019-12-29,39,False
2020-01-05,53,False
2020-01-12,0,False
2020-01-19,43,False
2020-01-26,48,False
2020-02-02,32,False
2020-02-09,42,False
2020-02-16,22,False
2020-02-23,21,False
2020-03-01,60,False
2020-03-08,50,False
2020-03-15,36,False
2020-03-22,60,False
2020-03-29,46,False
2020-04-05,69,False
2020-04-12,36,False
2020-04-19,47,False
2020-04-26,49,False
2020-05-03,82,False
2020-05-10,37,False
2020-05-17,20,False
2020-05-24,19,False
2020-05-31,19,False
2020-06-07,24,False
2020-06-14,19,False
2020-06-21,0,True
