date,Schlosserei,isPartial
2018-01-07,18,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,36,False
2018-02-04,0,False
2018-02-11,23,False
2018-02-18,43,False
2018-02-25,17,False
2018-03-04,18,False
2018-03-11,27,False
2018-03-18,35,False
2018-03-25,28,False
2018-04-01,19,False
2018-04-08,18,False
2018-04-15,38,False
2018-04-22,18,False
2018-04-29,19,False
2018-05-06,20,False
2018-05-13,31,False
2018-05-20,40,False
2018-05-27,27,False
2018-06-03,24,False
2018-06-10,17,False
2018-06-17,18,False
2018-06-24,0,False
2018-07-01,18,False
2018-07-08,57,False
2018-07-15,27,False
2018-07-22,20,False
2018-07-29,39,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,37,False
2018-08-26,19,False
2018-09-02,28,False
2018-09-09,46,False
2018-09-16,36,False
2018-09-23,19,False
2018-09-30,20,False
2018-10-07,39,False
2018-10-14,24,False
2018-10-21,35,False
2018-10-28,36,False
2018-11-04,34,False
2018-11-11,35,False
2018-11-18,26,False
2018-11-25,17,False
2018-12-02,29,False
2018-12-09,35,False
2018-12-16,19,False
2018-12-23,26,False
2018-12-30,41,False
2019-01-06,17,False
2019-01-13,100,False
2019-01-20,17,False
2019-01-27,0,False
2019-02-03,23,False
2019-02-10,52,False
2019-02-17,23,False
2019-02-24,17,False
2019-03-03,26,False
2019-03-10,35,False
2019-03-17,18,False
2019-03-24,18,False
2019-03-31,53,False
2019-04-07,18,False
2019-04-14,19,False
2019-04-21,29,False
2019-04-28,35,False
2019-05-05,0,False
2019-05-12,18,False
2019-05-19,35,False
2019-05-26,0,False
2019-06-02,18,False
2019-06-09,29,False
2019-06-16,19,False
2019-06-23,29,False
2019-06-30,20,False
2019-07-07,41,False
2019-07-14,42,False
2019-07-21,34,False
2019-07-28,0,False
2019-08-04,20,False
2019-08-11,19,False
2019-08-18,19,False
2019-08-25,20,False
2019-09-01,25,False
2019-09-08,58,False
2019-09-15,19,False
2019-09-22,18,False
2019-09-29,18,False
2019-10-06,38,False
2019-10-13,36,False
2019-10-20,16,False
2019-10-27,18,False
2019-11-03,34,False
2019-11-10,0,False
2019-11-17,16,False
2019-11-24,34,False
2019-12-01,36,False
2019-12-08,18,False
2019-12-15,19,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,25,False
2020-01-12,28,False
2020-01-19,22,False
2020-01-26,0,False
2020-02-02,42,False
2020-02-09,16,False
2020-02-16,22,False
2020-02-23,22,False
2020-03-01,21,False
2020-03-08,15,False
2020-03-15,28,False
2020-03-22,0,False
2020-03-29,13,False
2020-04-05,42,False
2020-04-12,21,False
2020-04-19,14,False
2020-04-26,18,False
2020-05-03,39,False
2020-05-10,22,False
