date,Schlosserei,isPartial
2018-01-07,31,False
2018-01-14,61,False
2018-01-21,46,False
2018-01-28,41,False
2018-02-04,48,False
2018-02-11,0,False
2018-02-18,45,False
2018-02-25,30,False
2018-03-04,31,False
2018-03-11,92,False
2018-03-18,31,False
2018-03-25,32,False
2018-04-01,32,False
2018-04-08,32,False
2018-04-15,100,False
2018-04-22,63,False
2018-04-29,66,False
2018-05-06,34,False
2018-05-13,0,False
2018-05-20,33,False
2018-05-27,0,False
2018-06-03,64,False
2018-06-10,61,False
2018-06-17,92,False
2018-06-24,0,False
2018-07-01,33,False
2018-07-08,32,False
2018-07-15,66,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,30,False
2018-08-12,0,False
2018-08-19,31,False
2018-08-26,32,False
2018-09-02,32,False
2018-09-09,47,False
2018-09-16,47,False
2018-09-23,0,False
2018-09-30,33,False
2018-10-07,0,False
2018-10-14,31,False
2018-10-21,45,False
2018-10-28,44,False
2018-11-04,29,False
2018-11-11,30,False
2018-11-18,28,False
2018-11-25,30,False
2018-12-02,44,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,41,False
2019-01-20,27,False
2019-01-27,27,False
2019-02-03,28,False
2019-02-10,58,False
2019-02-17,29,False
2019-02-24,28,False
2019-03-03,28,False
2019-03-10,0,False
2019-03-17,29,False
2019-03-24,29,False
2019-03-31,30,False
2019-04-07,29,False
2019-04-14,31,False
2019-04-21,31,False
2019-04-28,28,False
2019-05-05,70,False
2019-05-12,44,False
2019-05-19,57,False
2019-05-26,30,False
2019-06-02,29,False
2019-06-09,57,False
2019-06-16,29,False
2019-06-23,29,False
2019-06-30,29,False
2019-07-07,59,False
2019-07-14,30,False
2019-07-21,32,False
2019-07-28,45,False
2019-08-04,60,False
2019-08-11,28,False
2019-08-18,29,False
2019-08-25,28,False
2019-09-01,71,False
2019-09-08,0,False
2019-09-15,28,False
2019-09-22,27,False
2019-09-29,36,False
2019-10-06,70,False
2019-10-13,26,False
2019-10-20,40,False
2019-10-27,52,False
2019-11-03,25,False
2019-11-10,26,False
2019-11-17,52,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,26,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,27,False
2020-01-05,33,False
2020-01-12,48,False
2020-01-19,24,False
2020-01-26,36,False
2020-02-02,0,False
2020-02-09,0,False
2020-02-16,0,False
2020-02-23,24,False
2020-03-01,36,False
2020-03-08,23,False
2020-03-15,22,False
2020-03-22,0,False
2020-03-29,21,False
2020-04-05,24,False
2020-04-12,23,False
2020-04-19,45,False
2020-04-26,29,False
2020-05-03,22,False
2020-05-10,22,False
