date,capelli scalati,isPartial
2018-01-07,54,False
2018-01-14,63,False
2018-01-21,21,False
2018-01-28,80,False
2018-02-04,41,False
2018-02-11,91,False
2018-02-18,40,False
2018-02-25,19,False
2018-03-04,40,False
2018-03-11,49,False
2018-03-18,41,False
2018-03-25,52,False
2018-04-01,43,False
2018-04-08,82,False
2018-04-15,42,False
2018-04-22,43,False
2018-04-29,30,False
2018-05-06,29,False
2018-05-13,20,False
2018-05-20,61,False
2018-05-27,61,False
2018-06-03,41,False
2018-06-10,68,False
2018-06-17,80,False
2018-06-24,80,False
2018-07-01,87,False
2018-07-08,29,False
2018-07-15,80,False
2018-07-22,49,False
2018-07-29,41,False
2018-08-05,42,False
2018-08-12,43,False
2018-08-19,85,False
2018-08-26,50,False
2018-09-02,49,False
2018-09-09,89,False
2018-09-16,88,False
2018-09-23,39,False
2018-09-30,40,False
2018-10-07,41,False
2018-10-14,41,False
2018-10-21,82,False
2018-10-28,50,False
2018-11-04,80,False
2018-11-11,42,False
2018-11-18,71,False
2018-11-25,20,False
2018-12-02,42,False
2018-12-09,64,False
2018-12-16,88,False
2018-12-23,38,False
2018-12-30,46,False
2019-01-06,87,False
2019-01-13,51,False
2019-01-20,39,False
2019-01-27,38,False
2019-02-03,59,False
2019-02-10,40,False
2019-02-17,51,False
2019-02-24,71,False
2019-03-03,31,False
2019-03-10,20,False
2019-03-17,42,False
2019-03-24,51,False
2019-03-31,50,False
2019-04-07,40,False
2019-04-14,31,False
2019-04-21,41,False
2019-04-28,29,False
2019-05-05,0,False
2019-05-12,48,False
2019-05-19,38,False
2019-05-26,37,False
2019-06-02,50,False
2019-06-09,40,False
2019-06-16,53,False
2019-06-23,32,False
2019-06-30,60,False
2019-07-07,39,False
2019-07-14,50,False
2019-07-21,40,False
2019-07-28,72,False
2019-08-04,21,False
2019-08-11,44,False
2019-08-18,20,False
2019-08-25,76,False
2019-09-01,73,False
2019-09-08,57,False
2019-09-15,75,False
2019-09-22,100,False
2019-09-29,55,False
2019-10-06,57,False
2019-10-13,47,False
2019-10-20,92,False
2019-10-27,63,False
2019-11-03,45,False
2019-11-10,83,False
2019-11-17,80,False
2019-11-24,18,False
2019-12-01,0,False
2019-12-08,66,False
2019-12-15,67,False
2019-12-22,46,False
2019-12-29,42,False
2020-01-05,95,False
2020-01-12,70,False
2020-01-19,37,False
2020-01-26,35,False
2020-02-02,61,False
2020-02-09,63,False
2020-02-16,36,False
2020-02-23,41,False
2020-03-01,33,False
2020-03-08,16,False
2020-03-15,40,False
2020-03-22,15,False
2020-03-29,46,False
2020-04-05,39,False
2020-04-12,39,False
2020-04-19,30,False
2020-04-26,0,True
