date,capelli scalati,isPartial
2018-01-07,65,False
2018-01-14,52,False
2018-01-21,0,False
2018-01-28,50,False
2018-02-04,50,False
2018-02-11,26,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,25,False
2018-03-11,38,False
2018-03-18,0,False
2018-03-25,27,False
2018-04-01,41,False
2018-04-08,26,False
2018-04-15,27,False
2018-04-22,27,False
2018-04-29,0,False
2018-05-06,39,False
2018-05-13,26,False
2018-05-20,26,False
2018-05-27,27,False
2018-06-03,52,False
2018-06-10,0,False
2018-06-17,26,False
2018-06-24,26,False
2018-07-01,38,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,25,False
2018-07-29,64,False
2018-08-05,0,False
2018-08-12,25,False
2018-08-19,25,False
2018-08-26,36,False
2018-09-02,24,False
2018-09-09,0,False
2018-09-16,25,False
2018-09-23,26,False
2018-09-30,0,False
2018-10-07,27,False
2018-10-14,27,False
2018-10-21,27,False
2018-10-28,26,False
2018-11-04,26,False
2018-11-11,27,False
2018-11-18,0,False
2018-11-25,26,False
2018-12-02,27,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,29,False
2018-12-30,27,False
2019-01-06,24,False
2019-01-13,36,False
2019-01-20,69,False
2019-01-27,45,False
2019-02-03,23,False
2019-02-10,24,False
2019-02-17,0,False
2019-02-24,23,False
2019-03-03,0,False
2019-03-10,24,False
2019-03-17,24,False
2019-03-24,24,False
2019-03-31,36,False
2019-04-07,24,False
2019-04-14,50,False
2019-04-21,25,False
2019-04-28,35,False
2019-05-05,23,False
2019-05-12,22,False
2019-05-19,23,False
2019-05-26,22,False
2019-06-02,24,False
2019-06-09,0,False
2019-06-16,24,False
2019-06-23,24,False
2019-06-30,24,False
2019-07-07,33,False
2019-07-14,24,False
2019-07-21,48,False
2019-07-28,23,False
2019-08-04,23,False
2019-08-11,24,False
2019-08-18,22,False
2019-08-25,0,False
2019-09-01,21,False
2019-09-08,46,False
2019-09-15,45,False
2019-09-22,22,False
2019-09-29,45,False
2019-10-06,23,False
2019-10-13,22,False
2019-10-20,0,False
2019-10-27,33,False
2019-11-03,21,False
2019-11-10,22,False
2019-11-17,65,False
2019-11-24,32,False
2019-12-01,0,False
2019-12-08,22,False
2019-12-15,23,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,43,False
2020-01-12,0,False
2020-01-19,62,False
2020-01-26,31,False
2020-02-02,100,False
2020-02-09,62,False
2020-02-16,53,False
2020-02-23,38,False
2020-03-01,19,False
2020-03-08,18,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,18,False
2020-04-19,17,False
2020-04-26,0,True
