date,capelli scalati,isPartial
2018-01-07,55,False
2018-01-14,27,False
2018-01-21,54,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,27,False
2018-02-18,26,False
2018-02-25,39,False
2018-03-04,39,False
2018-03-11,26,False
2018-03-18,0,False
2018-03-25,27,False
2018-04-01,29,False
2018-04-08,26,False
2018-04-15,28,False
2018-04-22,28,False
2018-04-29,25,False
2018-05-06,26,False
2018-05-13,39,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,100,False
2018-06-10,0,False
2018-06-17,48,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,22,False
2018-07-15,32,False
2018-07-22,21,False
2018-07-29,21,False
2018-08-05,0,False
2018-08-12,20,False
2018-08-19,20,False
2018-08-26,43,False
2018-09-02,42,False
2018-09-09,41,False
2018-09-16,20,False
2018-09-23,68,False
2018-09-30,24,False
2018-10-07,51,False
2018-10-14,0,False
2018-10-21,41,False
2018-10-28,0,False
2018-11-04,52,False
2018-11-11,0,False
2018-11-18,26,False
2018-11-25,26,False
2018-12-02,0,False
2018-12-09,27,False
2018-12-16,29,False
2018-12-23,32,False
2018-12-30,30,False
2019-01-06,69,False
2019-01-13,40,False
2019-01-20,38,False
2019-01-27,26,False
2019-02-03,0,False
2019-02-10,28,False
2019-02-17,27,False
2019-02-24,52,False
2019-03-03,29,False
2019-03-10,27,False
2019-03-17,27,False
2019-03-24,28,False
2019-03-31,0,False
2019-04-07,26,False
2019-04-14,54,False
2019-04-21,28,False
2019-04-28,0,False
2019-05-05,53,False
2019-05-12,51,False
2019-05-19,25,False
2019-05-26,24,False
2019-06-02,0,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,24,False
2019-06-30,24,False
2019-07-07,23,False
2019-07-14,0,False
2019-07-21,46,False
2019-07-28,22,False
2019-08-04,32,False
2019-08-11,20,False
2019-08-18,38,False
2019-08-25,49,False
2019-09-01,20,False
2019-09-08,22,False
2019-09-15,33,False
2019-09-22,0,False
2019-09-29,23,False
2019-10-06,47,False
2019-10-13,24,False
2019-10-20,23,False
2019-10-27,49,False
2019-11-03,69,False
2019-11-10,23,False
2019-11-17,23,False
2019-11-24,22,False
2019-12-01,34,False
2019-12-08,0,False
2019-12-15,24,False
2019-12-22,27,False
2019-12-29,25,False
2020-01-05,34,False
2020-01-12,42,False
2020-01-19,0,False
2020-01-26,21,False
2020-02-02,63,False
2020-02-09,22,False
2020-02-16,22,False
2020-02-23,0,False
2020-03-01,20,False
2020-03-08,19,False
2020-03-15,19,False
2020-03-22,36,False
2020-03-29,19,False
2020-04-05,20,False
2020-04-12,20,False
2020-04-19,27,False
2020-04-26,0,True
