date,capelli scalati,isPartial
2018-01-07,43,False
2018-01-14,21,False
2018-01-21,64,False
2018-01-28,42,False
2018-02-04,20,False
2018-02-11,60,False
2018-02-18,100,False
2018-02-25,0,False
2018-03-04,41,False
2018-03-11,21,False
2018-03-18,31,False
2018-03-25,44,False
2018-04-01,23,False
2018-04-08,44,False
2018-04-15,75,False
2018-04-22,66,False
2018-04-29,0,False
2018-05-06,64,False
2018-05-13,32,False
2018-05-20,87,False
2018-05-27,0,False
2018-06-03,33,False
2018-06-10,21,False
2018-06-17,31,False
2018-06-24,20,False
2018-07-01,44,False
2018-07-08,41,False
2018-07-15,32,False
2018-07-22,59,False
2018-07-29,19,False
2018-08-05,27,False
2018-08-12,38,False
2018-08-19,45,False
2018-08-26,62,False
2018-09-02,74,False
2018-09-09,56,False
2018-09-16,45,False
2018-09-23,22,False
2018-09-30,42,False
2018-10-07,23,False
2018-10-14,22,False
2018-10-21,0,False
2018-10-28,32,False
2018-11-04,0,False
2018-11-11,23,False
2018-11-18,22,False
2018-11-25,44,False
2018-12-02,47,False
2018-12-09,34,False
2018-12-16,47,False
2018-12-23,24,False
2018-12-30,22,False
2019-01-06,22,False
2019-01-13,22,False
2019-01-20,51,False
2019-01-27,42,False
2019-02-03,21,False
2019-02-10,21,False
2019-02-17,0,False
2019-02-24,32,False
2019-03-03,23,False
2019-03-10,21,False
2019-03-17,33,False
2019-03-24,22,False
2019-03-31,44,False
2019-04-07,22,False
2019-04-14,23,False
2019-04-21,34,False
2019-04-28,0,False
2019-05-05,33,False
2019-05-12,65,False
2019-05-19,0,False
2019-05-26,41,False
2019-06-02,22,False
2019-06-09,23,False
2019-06-16,34,False
2019-06-23,22,False
2019-06-30,23,False
2019-07-07,54,False
2019-07-14,21,False
2019-07-21,21,False
2019-07-28,20,False
2019-08-04,28,False
2019-08-11,18,False
2019-08-18,17,False
2019-08-25,17,False
2019-09-01,29,False
2019-09-08,65,False
2019-09-15,44,False
2019-09-22,66,False
2019-09-29,55,False
2019-10-06,22,False
2019-10-13,23,False
2019-10-20,45,False
2019-10-27,45,False
2019-11-03,0,False
2019-11-10,66,False
2019-11-17,34,False
2019-11-24,32,False
2019-12-01,0,False
2019-12-08,22,False
2019-12-15,22,False
2019-12-22,23,False
2019-12-29,0,False
2020-01-05,53,False
2020-01-12,40,False
2020-01-19,21,False
2020-01-26,30,False
2020-02-02,20,False
2020-02-09,0,False
2020-02-16,20,False
2020-02-23,19,False
2020-03-01,38,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,15,False
2020-03-29,32,False
2020-04-05,17,False
2020-04-12,17,False
2020-04-19,0,False
2020-04-26,0,True
