date,dolce,isPartial
2018-01-07,32,False
2018-01-14,0,False
2018-01-21,32,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,28,False
2018-02-18,0,False
2018-02-25,14,False
2018-03-04,15,False
2018-03-11,14,False
2018-03-18,48,False
2018-03-25,0,False
2018-04-01,15,False
2018-04-08,34,False
2018-04-15,57,False
2018-04-22,0,False
2018-04-29,55,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,18,False
2018-05-27,37,False
2018-06-03,38,False
2018-06-10,36,False
2018-06-17,18,False
2018-06-24,17,False
2018-07-01,33,False
2018-07-08,46,False
2018-07-15,15,False
2018-07-22,58,False
2018-07-29,28,False
2018-08-05,12,False
2018-08-12,11,False
2018-08-19,24,False
2018-08-26,15,False
2018-09-02,17,False
2018-09-09,33,False
2018-09-16,18,False
2018-09-23,0,False
2018-09-30,0,False
2018-10-07,20,False
2018-10-14,40,False
2018-10-21,19,False
2018-10-28,18,False
2018-11-04,18,False
2018-11-11,0,False
2018-11-18,72,False
2018-11-25,0,False
2018-12-02,17,False
2018-12-09,0,False
2018-12-16,66,False
2018-12-23,71,False
2018-12-30,22,False
2019-01-06,78,False
2019-01-13,30,False
2019-01-20,0,False
2019-01-27,29,False
2019-02-03,15,False
2019-02-10,42,False
2019-02-17,14,False
2019-02-24,43,False
2019-03-03,56,False
2019-03-10,28,False
2019-03-17,62,False
2019-03-24,16,False
2019-03-31,16,False
2019-04-07,100,False
2019-04-14,33,False
2019-04-21,63,False
2019-04-28,35,False
2019-05-05,0,False
2019-05-12,35,False
2019-05-19,0,False
2019-05-26,34,False
2019-06-02,86,False
2019-06-09,34,False
2019-06-16,34,False
2019-06-23,17,False
2019-06-30,15,False
2019-07-07,28,False
2019-07-14,28,False
2019-07-21,0,False
2019-07-28,26,False
2019-08-04,11,False
2019-08-11,39,False
2019-08-18,0,False
2019-08-25,25,False
2019-09-01,0,False
2019-09-08,45,False
2019-09-15,64,False
2019-09-22,0,False
2019-09-29,67,False
2019-10-06,86,False
2019-10-13,49,False
2019-10-20,48,False
2019-10-27,15,False
2019-11-03,31,False
2019-11-10,48,False
2019-11-17,31,False
2019-11-24,14,False
2019-12-01,45,False
2019-12-08,45,False
2019-12-15,44,False
2019-12-22,25,False
2019-12-29,38,False
2020-01-05,13,False
2020-01-12,0,False
2020-01-19,25,False
2020-01-26,36,False
2020-02-02,24,False
2020-02-09,48,False
2020-02-16,36,False
2020-02-23,20,False
2020-03-01,11,False
2020-03-08,0,False
2020-03-15,39,False
2020-03-22,12,False
2020-03-29,25,False
2020-04-05,41,False
2020-04-12,83,False
2020-04-19,78,False
2020-04-26,67,True
