date,dolce,isPartial
2018-01-07,51,False
2018-01-14,49,False
2018-01-21,42,False
2018-01-28,52,False
2018-02-04,50,False
2018-02-11,56,False
2018-02-18,48,False
2018-02-25,46,False
2018-03-04,49,False
2018-03-11,41,False
2018-03-18,67,False
2018-03-25,50,False
2018-04-01,49,False
2018-04-08,47,False
2018-04-15,36,False
2018-04-22,37,False
2018-04-29,54,False
2018-05-06,49,False
2018-05-13,46,False
2018-05-20,41,False
2018-05-27,42,False
2018-06-03,40,False
2018-06-10,38,False
2018-06-17,41,False
2018-06-24,41,False
2018-07-01,37,False
2018-07-08,30,False
2018-07-15,41,False
2018-07-22,40,False
2018-07-29,42,False
2018-08-05,41,False
2018-08-12,45,False
2018-08-19,41,False
2018-08-26,45,False
2018-09-02,38,False
2018-09-09,39,False
2018-09-16,44,False
2018-09-23,49,False
2018-09-30,49,False
2018-10-07,52,False
2018-10-14,46,False
2018-10-21,44,False
2018-10-28,65,False
2018-11-04,53,False
2018-11-11,46,False
2018-11-18,96,False
2018-11-25,71,False
2018-12-02,59,False
2018-12-09,57,False
2018-12-16,73,False
2018-12-23,74,False
2018-12-30,75,False
2019-01-06,54,False
2019-01-13,58,False
2019-01-20,52,False
2019-01-27,52,False
2019-02-03,47,False
2019-02-10,52,False
2019-02-17,46,False
2019-02-24,41,False
2019-03-03,43,False
2019-03-10,46,False
2019-03-17,48,False
2019-03-24,46,False
2019-03-31,44,False
2019-04-07,52,False
2019-04-14,54,False
2019-04-21,46,False
2019-04-28,43,False
2019-05-05,46,False
2019-05-12,41,False
2019-05-19,47,False
2019-05-26,42,False
2019-06-02,47,False
2019-06-09,42,False
2019-06-16,47,False
2019-06-23,44,False
2019-06-30,36,False
2019-07-07,38,False
2019-07-14,36,False
2019-07-21,46,False
2019-07-28,43,False
2019-08-04,38,False
2019-08-11,53,False
2019-08-18,49,False
2019-08-25,48,False
2019-09-01,49,False
2019-09-08,53,False
2019-09-15,51,False
2019-09-22,57,False
2019-09-29,45,False
2019-10-06,48,False
2019-10-13,58,False
2019-10-20,52,False
2019-10-27,68,False
2019-11-03,53,False
2019-11-10,51,False
2019-11-17,57,False
2019-11-24,52,False
2019-12-01,55,False
2019-12-08,57,False
2019-12-15,73,False
2019-12-22,92,False
2019-12-29,76,False
2020-01-05,49,False
2020-01-12,47,False
2020-01-19,53,False
2020-01-26,83,False
2020-02-02,48,False
2020-02-09,55,False
2020-02-16,44,False
2020-02-23,43,False
2020-03-01,49,False
2020-03-08,47,False
2020-03-15,55,False
2020-03-22,68,False
2020-03-29,80,False
2020-04-05,100,False
2020-04-12,81,False
2020-04-19,82,False
2020-04-26,63,True
