date,fleur mariage,isPartial
2018-01-07,19,False
2018-01-14,0,False
2018-01-21,38,False
2018-01-28,39,False
2018-02-04,38,False
2018-02-11,19,False
2018-02-18,40,False
2018-02-25,20,False
2018-03-04,0,False
2018-03-11,50,False
2018-03-18,30,False
2018-03-25,30,False
2018-04-01,0,False
2018-04-08,20,False
2018-04-15,31,False
2018-04-22,30,False
2018-04-29,31,False
2018-05-06,21,False
2018-05-13,30,False
2018-05-20,20,False
2018-05-27,20,False
2018-06-03,29,False
2018-06-10,19,False
2018-06-17,20,False
2018-06-24,61,False
2018-07-01,0,False
2018-07-08,41,False
2018-07-15,22,False
2018-07-22,43,False
2018-07-29,64,False
2018-08-05,0,False
2018-08-12,22,False
2018-08-19,42,False
2018-08-26,20,False
2018-09-02,31,False
2018-09-09,21,False
2018-09-16,41,False
2018-09-23,20,False
2018-09-30,0,False
2018-10-07,21,False
2018-10-14,42,False
2018-10-21,21,False
2018-10-28,31,False
2018-11-04,20,False
2018-11-11,38,False
2018-11-18,18,False
2018-11-25,18,False
2018-12-02,18,False
2018-12-09,39,False
2018-12-16,19,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,47,False
2019-01-20,19,False
2019-01-27,37,False
2019-02-03,0,False
2019-02-10,20,False
2019-02-17,61,False
2019-02-24,19,False
2019-03-03,18,False
2019-03-10,19,False
2019-03-17,40,False
2019-03-24,19,False
2019-03-31,20,False
2019-04-07,21,False
2019-04-14,21,False
2019-04-21,40,False
2019-04-28,57,False
2019-05-05,19,False
2019-05-12,20,False
2019-05-19,40,False
2019-05-26,30,False
2019-06-02,74,False
2019-06-09,38,False
2019-06-16,20,False
2019-06-23,39,False
2019-06-30,59,False
2019-07-07,29,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,21,False
2019-08-04,41,False
2019-08-11,20,False
2019-08-18,20,False
2019-08-25,19,False
2019-09-01,19,False
2019-09-08,19,False
2019-09-15,19,False
2019-09-22,36,False
2019-09-29,0,False
2019-10-06,18,False
2019-10-13,27,False
2019-10-20,0,False
2019-10-27,17,False
2019-11-03,34,False
2019-11-10,0,False
2019-11-17,17,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,35,False
2019-12-22,19,False
2019-12-29,19,False
2020-01-05,25,False
2020-01-12,16,False
2020-01-19,17,False
2020-01-26,100,False
2020-02-02,34,False
2020-02-09,17,False
2020-02-16,17,False
2020-02-23,41,False
2020-03-01,16,False
2020-03-08,0,False
2020-03-15,14,False
2020-03-22,42,False
2020-03-29,21,False
2020-04-05,14,False
2020-04-12,0,True
