date,fleur mariage,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,23,False
2018-01-28,0,False
2018-02-04,23,False
2018-02-11,23,False
2018-02-18,23,False
2018-02-25,23,False
2018-03-04,23,False
2018-03-11,23,False
2018-03-18,70,False
2018-03-25,24,False
2018-04-01,24,False
2018-04-08,24,False
2018-04-15,26,False
2018-04-22,37,False
2018-04-29,25,False
2018-05-06,37,False
2018-05-13,71,False
2018-05-20,0,False
2018-05-27,47,False
2018-06-03,0,False
2018-06-10,23,False
2018-06-17,24,False
2018-06-24,24,False
2018-07-01,24,False
2018-07-08,0,False
2018-07-15,26,False
2018-07-22,26,False
2018-07-29,26,False
2018-08-05,0,False
2018-08-12,27,False
2018-08-19,26,False
2018-08-26,50,False
2018-09-02,75,False
2018-09-09,0,False
2018-09-16,49,False
2018-09-23,0,False
2018-09-30,25,False
2018-10-07,0,False
2018-10-14,76,False
2018-10-21,0,False
2018-10-28,47,False
2018-11-04,0,False
2018-11-11,24,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,50,False
2018-12-30,24,False
2019-01-06,71,False
2019-01-13,0,False
2019-01-20,45,False
2019-01-27,22,False
2019-02-03,23,False
2019-02-10,0,False
2019-02-17,0,False
2019-02-24,0,False
2019-03-03,22,False
2019-03-10,69,False
2019-03-17,0,False
2019-03-24,24,False
2019-03-31,24,False
2019-04-07,24,False
2019-04-14,25,False
2019-04-21,71,False
2019-04-28,23,False
2019-05-05,23,False
2019-05-12,0,False
2019-05-19,24,False
2019-05-26,0,False
2019-06-02,23,False
2019-06-09,46,False
2019-06-16,48,False
2019-06-23,0,False
2019-06-30,24,False
2019-07-07,0,False
2019-07-14,50,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,100,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,23,False
2019-09-08,23,False
2019-09-15,0,False
2019-09-22,0,False
2019-09-29,0,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,33,False
2019-10-27,0,False
2019-11-03,21,False
2019-11-10,21,False
2019-11-17,0,False
2019-11-24,41,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,21,False
2019-12-22,0,False
2019-12-29,21,False
2020-01-05,20,False
2020-01-12,20,False
2020-01-19,0,False
2020-01-26,20,False
2020-02-02,20,False
2020-02-09,20,False
2020-02-16,20,False
2020-02-23,19,False
2020-03-01,0,False
2020-03-08,19,False
2020-03-15,0,False
2020-03-22,16,False
2020-03-29,16,False
2020-04-05,0,False
2020-04-12,0,True
