date,buffet,isPartial
2018-01-07,37,False
2018-01-14,47,False
2018-01-21,19,False
2018-01-28,18,False
2018-02-04,82,False
2018-02-11,37,False
2018-02-18,36,False
2018-02-25,52,False
2018-03-04,27,False
2018-03-11,44,False
2018-03-18,36,False
2018-03-25,74,False
2018-04-01,39,False
2018-04-08,55,False
2018-04-15,38,False
2018-04-22,29,False
2018-04-29,64,False
2018-05-06,54,False
2018-05-13,27,False
2018-05-20,90,False
2018-05-27,28,False
2018-06-03,36,False
2018-06-10,43,False
2018-06-17,45,False
2018-06-24,36,False
2018-07-01,61,False
2018-07-08,18,False
2018-07-15,36,False
2018-07-22,36,False
2018-07-29,55,False
2018-08-05,74,False
2018-08-12,100,False
2018-08-19,93,False
2018-08-26,61,False
2018-09-02,44,False
2018-09-09,46,False
2018-09-16,27,False
2018-09-23,82,False
2018-09-30,45,False
2018-10-07,55,False
2018-10-14,28,False
2018-10-21,46,False
2018-10-28,35,False
2018-11-04,27,False
2018-11-11,28,False
2018-11-18,53,False
2018-11-25,18,False
2018-12-02,47,False
2018-12-09,36,False
2018-12-16,35,False
2018-12-23,78,False
2018-12-30,38,False
2019-01-06,53,False
2019-01-13,48,False
2019-01-20,39,False
2019-01-27,23,False
2019-02-03,32,False
2019-02-10,40,False
2019-02-17,16,False
2019-02-24,40,False
2019-03-03,57,False
2019-03-10,32,False
2019-03-17,56,False
2019-03-24,16,False
2019-03-31,24,False
2019-04-07,16,False
2019-04-14,34,False
2019-04-21,51,False
2019-04-28,54,False
2019-05-05,45,False
2019-05-12,54,False
2019-05-19,38,False
2019-05-26,44,False
2019-06-02,16,False
2019-06-09,17,False
2019-06-16,33,False
2019-06-23,41,False
2019-06-30,64,False
2019-07-07,23,False
2019-07-14,16,False
2019-07-21,35,False
2019-07-28,34,False
2019-08-04,45,False
2019-08-11,47,False
2019-08-18,61,False
2019-08-25,42,False
2019-09-01,38,False
2019-09-08,46,False
2019-09-15,30,False
2019-09-22,65,False
2019-09-29,29,False
2019-10-06,45,False
2019-10-13,22,False
2019-10-20,29,False
2019-10-27,52,False
2019-11-03,56,False
2019-11-10,29,False
2019-11-17,49,False
2019-11-24,22,False
2019-12-01,37,False
2019-12-08,38,False
2019-12-15,53,False
2019-12-22,69,False
2019-12-29,80,False
2020-01-05,16,False
2020-01-12,42,False
2020-01-19,43,False
2020-01-26,69,False
2020-02-02,20,False
2020-02-09,49,False
2020-02-16,28,False
2020-02-23,40,False
2020-03-01,13,False
2020-03-08,13,False
2020-03-15,0,False
2020-03-22,23,False
2020-03-29,12,False
2020-04-05,26,False
2020-04-12,0,False
2020-04-19,12,False
2020-04-26,53,True
