date,buffet,isPartial
2018-01-07,20,False
2018-01-14,20,False
2018-01-21,0,False
2018-01-28,19,False
2018-02-04,57,False
2018-02-11,20,False
2018-02-18,37,False
2018-02-25,36,False
2018-03-04,39,False
2018-03-11,0,False
2018-03-18,38,False
2018-03-25,41,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,41,False
2018-04-22,42,False
2018-04-29,40,False
2018-05-06,59,False
2018-05-13,40,False
2018-05-20,100,False
2018-05-27,0,False
2018-06-03,40,False
2018-06-10,19,False
2018-06-17,39,False
2018-06-24,40,False
2018-07-01,0,False
2018-07-08,58,False
2018-07-15,59,False
2018-07-22,38,False
2018-07-29,20,False
2018-08-05,20,False
2018-08-12,0,False
2018-08-19,20,False
2018-08-26,0,False
2018-09-02,19,False
2018-09-09,20,False
2018-09-16,19,False
2018-09-23,20,False
2018-09-30,20,False
2018-10-07,21,False
2018-10-14,20,False
2018-10-21,20,False
2018-10-28,20,False
2018-11-04,39,False
2018-11-11,20,False
2018-11-18,38,False
2018-11-25,20,False
2018-12-02,41,False
2018-12-09,39,False
2018-12-16,20,False
2018-12-23,44,False
2018-12-30,20,False
2019-01-06,19,False
2019-01-13,36,False
2019-01-20,36,False
2019-01-27,35,False
2019-02-03,18,False
2019-02-10,0,False
2019-02-17,36,False
2019-02-24,18,False
2019-03-03,37,False
2019-03-10,18,False
2019-03-17,74,False
2019-03-24,0,False
2019-03-31,55,False
2019-04-07,55,False
2019-04-14,19,False
2019-04-21,0,False
2019-04-28,18,False
2019-05-05,35,False
2019-05-12,34,False
2019-05-19,70,False
2019-05-26,50,False
2019-06-02,0,False
2019-06-09,37,False
2019-06-16,18,False
2019-06-23,91,False
2019-06-30,0,False
2019-07-07,34,False
2019-07-14,0,False
2019-07-21,18,False
2019-07-28,35,False
2019-08-04,0,False
2019-08-11,19,False
2019-08-18,34,False
2019-08-25,16,False
2019-09-01,0,False
2019-09-08,35,False
2019-09-15,34,False
2019-09-22,34,False
2019-09-29,0,False
2019-10-06,17,False
2019-10-13,17,False
2019-10-20,17,False
2019-10-27,66,False
2019-11-03,0,False
2019-11-10,83,False
2019-11-17,50,False
2019-11-24,0,False
2019-12-01,50,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,38,False
2020-01-05,16,False
2020-01-12,31,False
2020-01-19,32,False
2020-01-26,78,False
2020-02-02,15,False
2020-02-09,0,False
2020-02-16,16,False
2020-02-23,15,False
2020-03-01,43,False
2020-03-08,0,False
2020-03-15,14,False
2020-03-22,38,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,14,False
2020-04-19,26,False
2020-04-26,0,True
