date,buffet,isPartial
2018-01-07,0,False
2018-01-14,23,False
2018-01-21,70,False
2018-01-28,23,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,44,False
2018-02-25,22,False
2018-03-04,0,False
2018-03-11,23,False
2018-03-18,0,False
2018-03-25,23,False
2018-04-01,50,False
2018-04-08,26,False
2018-04-15,27,False
2018-04-22,27,False
2018-04-29,78,False
2018-05-06,25,False
2018-05-13,25,False
2018-05-20,0,False
2018-05-27,48,False
2018-06-03,25,False
2018-06-10,74,False
2018-06-17,0,False
2018-06-24,73,False
2018-07-01,23,False
2018-07-08,66,False
2018-07-15,44,False
2018-07-22,0,False
2018-07-29,21,False
2018-08-05,20,False
2018-08-12,39,False
2018-08-19,58,False
2018-08-26,63,False
2018-09-02,22,False
2018-09-09,24,False
2018-09-16,69,False
2018-09-23,24,False
2018-09-30,24,False
2018-10-07,100,False
2018-10-14,0,False
2018-10-21,50,False
2018-10-28,25,False
2018-11-04,25,False
2018-11-11,52,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,48,False
2018-12-16,100,False
2018-12-23,24,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,66,False
2019-01-20,22,False
2019-01-27,42,False
2019-02-03,43,False
2019-02-10,43,False
2019-02-17,66,False
2019-02-24,0,False
2019-03-03,45,False
2019-03-10,45,False
2019-03-17,23,False
2019-03-24,49,False
2019-03-31,24,False
2019-04-07,0,False
2019-04-14,24,False
2019-04-21,25,False
2019-04-28,24,False
2019-05-05,24,False
2019-05-12,24,False
2019-05-19,93,False
2019-05-26,22,False
2019-06-02,24,False
2019-06-09,0,False
2019-06-16,44,False
2019-06-23,24,False
2019-06-30,44,False
2019-07-07,21,False
2019-07-14,41,False
2019-07-21,19,False
2019-07-28,0,False
2019-08-04,35,False
2019-08-11,50,False
2019-08-18,16,False
2019-08-25,34,False
2019-09-01,18,False
2019-09-08,21,False
2019-09-15,21,False
2019-09-22,42,False
2019-09-29,63,False
2019-10-06,43,False
2019-10-13,86,False
2019-10-20,89,False
2019-10-27,22,False
2019-11-03,43,False
2019-11-10,66,False
2019-11-17,22,False
2019-11-24,0,False
2019-12-01,45,False
2019-12-08,44,False
2019-12-15,21,False
2019-12-22,21,False
2019-12-29,52,False
2020-01-05,0,False
2020-01-12,37,False
2020-01-19,38,False
2020-01-26,0,False
2020-02-02,37,False
2020-02-09,38,False
2020-02-16,56,False
2020-02-23,34,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,37,False
2020-03-22,35,False
2020-03-29,18,False
2020-04-05,19,False
2020-04-12,19,False
2020-04-19,19,False
2020-04-26,32,True
