date,buffet,isPartial
2018-01-07,21,False
2018-01-14,21,False
2018-01-21,30,False
2018-01-28,71,False
2018-02-04,40,False
2018-02-11,40,False
2018-02-18,50,False
2018-02-25,0,False
2018-03-04,39,False
2018-03-11,49,False
2018-03-18,20,False
2018-03-25,21,False
2018-04-01,32,False
2018-04-08,68,False
2018-04-15,93,False
2018-04-22,0,False
2018-04-29,38,False
2018-05-06,79,False
2018-05-13,39,False
2018-05-20,78,False
2018-05-27,39,False
2018-06-03,19,False
2018-06-10,52,False
2018-06-17,18,False
2018-06-24,26,False
2018-07-01,96,False
2018-07-08,24,False
2018-07-15,64,False
2018-07-22,32,False
2018-07-29,40,False
2018-08-05,52,False
2018-08-12,46,False
2018-08-19,46,False
2018-08-26,91,False
2018-09-02,39,False
2018-09-09,47,False
2018-09-16,31,False
2018-09-23,43,False
2018-09-30,63,False
2018-10-07,87,False
2018-10-14,39,False
2018-10-21,31,False
2018-10-28,20,False
2018-11-04,89,False
2018-11-11,21,False
2018-11-18,30,False
2018-11-25,30,False
2018-12-02,31,False
2018-12-09,21,False
2018-12-16,66,False
2018-12-23,36,False
2018-12-30,69,False
2019-01-06,62,False
2019-01-13,20,False
2019-01-20,38,False
2019-01-27,49,False
2019-02-03,60,False
2019-02-10,52,False
2019-02-17,73,False
2019-02-24,39,False
2019-03-03,75,False
2019-03-10,41,False
2019-03-17,62,False
2019-03-24,63,False
2019-03-31,51,False
2019-04-07,89,False
2019-04-14,0,False
2019-04-21,52,False
2019-04-28,60,False
2019-05-05,0,False
2019-05-12,58,False
2019-05-19,77,False
2019-05-26,74,False
2019-06-02,58,False
2019-06-09,56,False
2019-06-16,37,False
2019-06-23,27,False
2019-06-30,55,False
2019-07-07,43,False
2019-07-14,25,False
2019-07-21,43,False
2019-07-28,17,False
2019-08-04,41,False
2019-08-11,23,False
2019-08-18,50,False
2019-08-25,66,False
2019-09-01,53,False
2019-09-08,40,False
2019-09-15,17,False
2019-09-22,17,False
2019-09-29,44,False
2019-10-06,53,False
2019-10-13,37,False
2019-10-20,35,False
2019-10-27,36,False
2019-11-03,26,False
2019-11-10,26,False
2019-11-17,35,False
2019-11-24,100,False
2019-12-01,0,False
2019-12-08,18,False
2019-12-15,27,False
2019-12-22,20,False
2019-12-29,56,False
2020-01-05,34,False
2020-01-12,0,False
2020-01-19,24,False
2020-01-26,16,False
2020-02-02,56,False
2020-02-09,49,False
2020-02-16,33,False
2020-02-23,63,False
2020-03-01,15,False
2020-03-08,0,False
2020-03-15,14,False
2020-03-22,13,False
2020-03-29,14,False
2020-04-05,0,False
2020-04-12,15,False
2020-04-19,21,False
2020-04-26,24,True
