date,buffet,isPartial
2018-01-07,29,False
2018-01-14,29,False
2018-01-21,59,False
2018-01-28,58,False
2018-02-04,19,False
2018-02-11,20,False
2018-02-18,18,False
2018-02-25,18,False
2018-03-04,40,False
2018-03-11,57,False
2018-03-18,28,False
2018-03-25,21,False
2018-04-01,20,False
2018-04-08,20,False
2018-04-15,62,False
2018-04-22,54,False
2018-04-29,59,False
2018-05-06,30,False
2018-05-13,31,False
2018-05-20,40,False
2018-05-27,30,False
2018-06-03,39,False
2018-06-10,55,False
2018-06-17,20,False
2018-06-24,30,False
2018-07-01,60,False
2018-07-08,61,False
2018-07-15,30,False
2018-07-22,39,False
2018-07-29,39,False
2018-08-05,38,False
2018-08-12,34,False
2018-08-19,47,False
2018-08-26,19,False
2018-09-02,20,False
2018-09-09,21,False
2018-09-16,50,False
2018-09-23,20,False
2018-09-30,39,False
2018-10-07,21,False
2018-10-14,65,False
2018-10-21,21,False
2018-10-28,41,False
2018-11-04,62,False
2018-11-11,43,False
2018-11-18,31,False
2018-11-25,42,False
2018-12-02,22,False
2018-12-09,22,False
2018-12-16,46,False
2018-12-23,36,False
2018-12-30,21,False
2019-01-06,41,False
2019-01-13,20,False
2019-01-20,19,False
2019-01-27,20,False
2019-02-03,20,False
2019-02-10,40,False
2019-02-17,20,False
2019-02-24,41,False
2019-03-03,43,False
2019-03-10,43,False
2019-03-17,33,False
2019-03-24,44,False
2019-03-31,22,False
2019-04-07,87,False
2019-04-14,34,False
2019-04-21,34,False
2019-04-28,52,False
2019-05-05,42,False
2019-05-12,31,False
2019-05-19,73,False
2019-05-26,29,False
2019-06-02,98,False
2019-06-09,54,False
2019-06-16,32,False
2019-06-23,32,False
2019-06-30,32,False
2019-07-07,39,False
2019-07-14,20,False
2019-07-21,42,False
2019-07-28,41,False
2019-08-04,40,False
2019-08-11,19,False
2019-08-18,17,False
2019-08-25,42,False
2019-09-01,92,False
2019-09-08,59,False
2019-09-15,38,False
2019-09-22,37,False
2019-09-29,37,False
2019-10-06,19,False
2019-10-13,19,False
2019-10-20,18,False
2019-10-27,19,False
2019-11-03,34,False
2019-11-10,18,False
2019-11-17,64,False
2019-11-24,18,False
2019-12-01,45,False
2019-12-08,19,False
2019-12-15,0,False
2019-12-22,100,False
2019-12-29,28,False
2020-01-05,27,False
2020-01-12,50,False
2020-01-19,26,False
2020-01-26,42,False
2020-02-02,48,False
2020-02-09,0,False
2020-02-16,26,False
2020-02-23,16,False
2020-03-01,48,False
2020-03-08,15,False
2020-03-15,15,False
2020-03-22,35,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,15,False
2020-04-26,0,True
