date,piante da appartamento,isPartial
2018-01-07,18,False
2018-01-14,0,False
2018-01-21,36,False
2018-01-28,0,False
2018-02-04,17,False
2018-02-11,35,False
2018-02-18,17,False
2018-02-25,33,False
2018-03-04,17,False
2018-03-11,34,False
2018-03-18,0,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,18,False
2018-04-22,18,False
2018-04-29,17,False
2018-05-06,25,False
2018-05-13,17,False
2018-05-20,26,False
2018-05-27,35,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,17,False
2018-06-24,34,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,17,False
2018-07-22,17,False
2018-07-29,17,False
2018-08-05,18,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,25,False
2018-09-16,33,False
2018-09-23,34,False
2018-09-30,17,False
2018-10-07,0,False
2018-10-14,26,False
2018-10-21,17,False
2018-10-28,0,False
2018-11-04,26,False
2018-11-11,35,False
2018-11-18,17,False
2018-11-25,18,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,22,False
2018-12-30,20,False
2019-01-06,55,False
2019-01-13,0,False
2019-01-20,100,False
2019-01-27,49,False
2019-02-03,17,False
2019-02-10,17,False
2019-02-17,26,False
2019-02-24,35,False
2019-03-03,35,False
2019-03-10,0,False
2019-03-17,53,False
2019-03-24,0,False
2019-03-31,17,False
2019-04-07,17,False
2019-04-14,36,False
2019-04-21,35,False
2019-04-28,0,False
2019-05-05,33,False
2019-05-12,16,False
2019-05-19,16,False
2019-05-26,16,False
2019-06-02,17,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,18,False
2019-06-30,0,False
2019-07-07,17,False
2019-07-14,26,False
2019-07-21,0,False
2019-07-28,35,False
2019-08-04,36,False
2019-08-11,19,False
2019-08-18,17,False
2019-08-25,33,False
2019-09-01,16,False
2019-09-08,16,False
2019-09-15,24,False
2019-09-22,16,False
2019-09-29,32,False
2019-10-06,49,False
2019-10-13,16,False
2019-10-20,16,False
2019-10-27,0,False
2019-11-03,31,False
2019-11-10,0,False
2019-11-17,15,False
2019-11-24,15,False
2019-12-01,32,False
2019-12-08,0,False
2019-12-15,16,False
2019-12-22,20,False
2019-12-29,0,False
2020-01-05,16,False
2020-01-12,0,False
2020-01-19,39,False
2020-01-26,15,False
2020-02-02,15,False
2020-02-09,0,False
2020-02-16,31,False
2020-02-23,21,False
2020-03-01,21,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,50,False
2020-03-29,13,False
2020-04-05,13,False
2020-04-12,34,False
2020-04-19,26,False
2020-04-26,67,True
