date,indimenticabile,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,18,False
2018-02-04,38,False
2018-02-11,39,False
2018-02-18,20,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,39,False
2018-03-18,20,False
2018-03-25,0,False
2018-04-01,22,False
2018-04-08,21,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,20,False
2018-05-13,31,False
2018-05-20,20,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,20,False
2018-06-17,20,False
2018-06-24,20,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,20,False
2018-07-22,21,False
2018-07-29,0,False
2018-08-05,21,False
2018-08-12,23,False
2018-08-19,21,False
2018-08-26,19,False
2018-09-02,20,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,41,False
2018-09-30,20,False
2018-10-07,0,False
2018-10-14,21,False
2018-10-21,20,False
2018-10-28,0,False
2018-11-04,39,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,20,False
2018-12-02,0,False
2018-12-09,22,False
2018-12-16,0,False
2018-12-23,24,False
2018-12-30,22,False
2019-01-06,20,False
2019-01-13,40,False
2019-01-20,0,False
2019-01-27,0,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,0,False
2019-02-24,0,False
2019-03-03,39,False
2019-03-10,0,False
2019-03-17,60,False
2019-03-24,100,False
2019-03-31,0,False
2019-04-07,19,False
2019-04-14,20,False
2019-04-21,0,False
2019-04-28,19,False
2019-05-05,18,False
2019-05-12,27,False
2019-05-19,0,False
2019-05-26,27,False
2019-06-02,39,False
2019-06-09,29,False
2019-06-16,19,False
2019-06-23,20,False
2019-06-30,19,False
2019-07-07,30,False
2019-07-14,41,False
2019-07-21,61,False
2019-07-28,20,False
2019-08-04,21,False
2019-08-11,23,False
2019-08-18,21,False
2019-08-25,0,False
2019-09-01,0,False
2019-09-08,19,False
2019-09-15,19,False
2019-09-22,19,False
2019-09-29,28,False
2019-10-06,19,False
2019-10-13,28,False
2019-10-20,0,False
2019-10-27,18,False
2019-11-03,18,False
2019-11-10,35,False
2019-11-17,18,False
2019-11-24,18,False
2019-12-01,19,False
2019-12-08,0,False
2019-12-15,37,False
2019-12-22,21,False
2019-12-29,0,False
2020-01-05,18,False
2020-01-12,51,False
2020-01-19,43,False
2020-01-26,0,False
2020-02-02,17,False
2020-02-09,17,False
2020-02-16,0,False
2020-02-23,0,False
2020-03-01,0,False
2020-03-08,23,False
2020-03-15,0,False
2020-03-22,14,False
2020-03-29,30,False
2020-04-05,16,False
2020-04-12,16,False
2020-04-19,45,False
2020-04-26,26,True
