date,Hochzeitsanzug,isPartial
2018-01-07,78,False
2018-01-14,43,False
2018-01-21,69,False
2018-01-28,77,False
2018-02-04,88,False
2018-02-11,64,False
2018-02-18,63,False
2018-02-25,63,False
2018-03-04,98,False
2018-03-11,45,False
2018-03-18,73,False
2018-03-25,68,False
2018-04-01,79,False
2018-04-08,55,False
2018-04-15,85,False
2018-04-22,63,False
2018-04-29,75,False
2018-05-06,37,False
2018-05-13,27,False
2018-05-20,96,False
2018-05-27,58,False
2018-06-03,63,False
2018-06-10,60,False
2018-06-17,17,False
2018-06-24,35,False
2018-07-01,68,False
2018-07-08,68,False
2018-07-15,69,False
2018-07-22,70,False
2018-07-29,35,False
2018-08-05,28,False
2018-08-12,58,False
2018-08-19,38,False
2018-08-26,19,False
2018-09-02,0,False
2018-09-09,27,False
2018-09-16,36,False
2018-09-23,27,False
2018-09-30,45,False
2018-10-07,35,False
2018-10-14,44,False
2018-10-21,35,False
2018-10-28,36,False
2018-11-04,51,False
2018-11-11,43,False
2018-11-18,25,False
2018-11-25,43,False
2018-12-02,0,False
2018-12-09,17,False
2018-12-16,18,False
2018-12-23,42,False
2018-12-30,47,False
2019-01-06,50,False
2019-01-13,81,False
2019-01-20,48,False
2019-01-27,40,False
2019-02-03,57,False
2019-02-10,66,False
2019-02-17,25,False
2019-02-24,67,False
2019-03-03,77,False
2019-03-10,99,False
2019-03-17,70,False
2019-03-24,17,False
2019-03-31,27,False
2019-04-07,43,False
2019-04-14,37,False
2019-04-21,18,False
2019-04-28,34,False
2019-05-05,0,False
2019-05-12,25,False
2019-05-19,65,False
2019-05-26,35,False
2019-06-02,26,False
2019-06-09,35,False
2019-06-16,53,False
2019-06-23,26,False
2019-06-30,67,False
2019-07-07,32,False
2019-07-14,25,False
2019-07-21,53,False
2019-07-28,17,False
2019-08-04,36,False
2019-08-11,46,False
2019-08-18,27,False
2019-08-25,73,False
2019-09-01,51,False
2019-09-08,43,False
2019-09-15,26,False
2019-09-22,33,False
2019-09-29,49,False
2019-10-06,24,False
2019-10-13,48,False
2019-10-20,40,False
2019-10-27,94,False
2019-11-03,38,False
2019-11-10,48,False
2019-11-17,31,False
2019-11-24,23,False
2019-12-01,0,False
2019-12-08,40,False
2019-12-15,65,False
2019-12-22,47,False
2019-12-29,43,False
2020-01-05,100,False
2020-01-12,45,False
2020-01-19,38,False
2020-01-26,37,False
2020-02-02,45,False
2020-02-09,44,False
2020-02-16,53,False
2020-02-23,68,False
2020-03-01,44,False
2020-03-08,35,False
2020-03-15,20,False
2020-03-22,34,False
2020-03-29,14,False
2020-04-05,30,False
2020-04-12,14,False
2020-04-19,0,False
2020-04-26,21,False
2020-05-03,28,False
2020-05-10,21,False
2020-05-17,75,False
2020-05-24,35,False
2020-05-31,28,False
2020-06-07,36,False
2020-06-14,14,False
2020-06-21,45,False
2020-06-28,15,False
2020-07-05,15,False
2020-07-12,30,False
2020-07-19,16,False
