date,Hochzeitsanzug,isPartial
2018-01-07,63,False
2018-01-14,36,False
2018-01-21,36,False
2018-01-28,54,False
2018-02-04,91,False
2018-02-11,28,False
2018-02-18,18,False
2018-02-25,27,False
2018-03-04,18,False
2018-03-11,37,False
2018-03-18,37,False
2018-03-25,0,False
2018-04-01,20,False
2018-04-08,58,False
2018-04-15,41,False
2018-04-22,29,False
2018-04-29,20,False
2018-05-06,39,False
2018-05-13,28,False
2018-05-20,19,False
2018-05-27,49,False
2018-06-03,29,False
2018-06-10,76,False
2018-06-17,39,False
2018-06-24,30,False
2018-07-01,40,False
2018-07-08,100,False
2018-07-15,40,False
2018-07-22,40,False
2018-07-29,20,False
2018-08-05,0,False
2018-08-12,30,False
2018-08-19,29,False
2018-08-26,19,False
2018-09-02,56,False
2018-09-09,37,False
2018-09-16,19,False
2018-09-23,19,False
2018-09-30,20,False
2018-10-07,19,False
2018-10-14,19,False
2018-10-21,0,False
2018-10-28,18,False
2018-11-04,18,False
2018-11-11,37,False
2018-11-18,27,False
2018-11-25,20,False
2018-12-02,29,False
2018-12-09,29,False
2018-12-16,20,False
2018-12-23,23,False
2018-12-30,41,False
2019-01-06,94,False
2019-01-13,18,False
2019-01-20,18,False
2019-01-27,18,False
2019-02-03,91,False
2019-02-10,27,False
2019-02-17,18,False
2019-02-24,28,False
2019-03-03,46,False
2019-03-10,27,False
2019-03-17,19,False
2019-03-24,19,False
2019-03-31,46,False
2019-04-07,37,False
2019-04-14,30,False
2019-04-21,39,False
2019-04-28,38,False
2019-05-05,18,False
2019-05-12,37,False
2019-05-19,36,False
2019-05-26,38,False
2019-06-02,27,False
2019-06-09,37,False
2019-06-16,19,False
2019-06-23,57,False
2019-06-30,19,False
2019-07-07,19,False
2019-07-14,40,False
2019-07-21,20,False
2019-07-28,40,False
2019-08-04,58,False
2019-08-11,18,False
2019-08-18,18,False
2019-08-25,27,False
2019-09-01,27,False
2019-09-08,18,False
2019-09-15,0,False
2019-09-22,0,False
2019-09-29,19,False
2019-10-06,18,False
2019-10-13,17,False
2019-10-20,17,False
2019-10-27,34,False
2019-11-03,17,False
2019-11-10,17,False
2019-11-17,0,False
2019-11-24,17,False
2019-12-01,34,False
2019-12-08,43,False
2019-12-15,53,False
2019-12-22,31,False
2019-12-29,0,False
2020-01-05,17,False
2020-01-12,33,False
2020-01-19,25,False
2020-01-26,16,False
2020-02-02,0,False
2020-02-09,16,False
2020-02-16,17,False
2020-02-23,16,False
2020-03-01,24,False
2020-03-08,23,False
2020-03-15,15,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,17,False
2020-04-12,62,True
