date,Hochzeitsanzug,isPartial
2018-01-07,57,False
2018-01-14,37,False
2018-01-21,47,False
2018-01-28,19,False
2018-02-04,19,False
2018-02-11,29,False
2018-02-18,58,False
2018-02-25,38,False
2018-03-04,28,False
2018-03-11,19,False
2018-03-18,19,False
2018-03-25,69,False
2018-04-01,29,False
2018-04-08,68,False
2018-04-15,39,False
2018-04-22,37,False
2018-04-29,49,False
2018-05-06,100,False
2018-05-13,47,False
2018-05-20,50,False
2018-05-27,18,False
2018-06-03,29,False
2018-06-10,46,False
2018-06-17,19,False
2018-06-24,19,False
2018-07-01,20,False
2018-07-08,40,False
2018-07-15,32,False
2018-07-22,30,False
2018-07-29,38,False
2018-08-05,18,False
2018-08-12,27,False
2018-08-19,18,False
2018-08-26,18,False
2018-09-02,19,False
2018-09-09,19,False
2018-09-16,57,False
2018-09-23,38,False
2018-09-30,20,False
2018-10-07,39,False
2018-10-14,0,False
2018-10-21,18,False
2018-10-28,19,False
2018-11-04,18,False
2018-11-11,18,False
2018-11-18,36,False
2018-11-25,28,False
2018-12-02,55,False
2018-12-09,19,False
2018-12-16,29,False
2018-12-23,0,False
2018-12-30,19,False
2019-01-06,26,False
2019-01-13,26,False
2019-01-20,17,False
2019-01-27,53,False
2019-02-03,0,False
2019-02-10,45,False
2019-02-17,18,False
2019-02-24,18,False
2019-03-03,27,False
2019-03-10,43,False
2019-03-17,63,False
2019-03-24,73,False
2019-03-31,37,False
2019-04-07,38,False
2019-04-14,20,False
2019-04-21,57,False
2019-04-28,18,False
2019-05-05,18,False
2019-05-12,37,False
2019-05-19,36,False
2019-05-26,0,False
2019-06-02,27,False
2019-06-09,53,False
2019-06-16,35,False
2019-06-23,72,False
2019-06-30,54,False
2019-07-07,18,False
2019-07-14,19,False
2019-07-21,50,False
2019-07-28,37,False
2019-08-04,74,False
2019-08-11,17,False
2019-08-18,18,False
2019-08-25,17,False
2019-09-01,17,False
2019-09-08,0,False
2019-09-15,26,False
2019-09-22,0,False
2019-09-29,35,False
2019-10-06,26,False
2019-10-13,26,False
2019-10-20,0,False
2019-10-27,0,False
2019-11-03,16,False
2019-11-10,16,False
2019-11-17,67,False
2019-11-24,32,False
2019-12-01,16,False
2019-12-08,32,False
2019-12-15,17,False
2019-12-22,0,False
2019-12-29,34,False
2020-01-05,54,False
2020-01-12,38,False
2020-01-19,40,False
2020-01-26,16,False
2020-02-02,55,False
2020-02-09,15,False
2020-02-16,32,False
2020-02-23,24,False
2020-03-01,32,False
2020-03-08,59,False
2020-03-15,29,False
2020-03-22,29,False
2020-03-29,14,False
2020-04-05,16,False
2020-04-12,0,True
